,artist_name,track_name,track_id,popularity,url,images,date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,Linkin Park,In The End,60a0Rd6pjrkxjPbaKzXjfq,83,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.0103,0.542,216933,0.853,0.0,3,0.108,-6.407,0,0.0498,105.256,4,0.37
1,3 Doors Down,Kryptonite,6ZOBP3NvffbU4SZcrnt1k6,78,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,https://i.scdn.co/image/ea1bb526f0b9d2a3375427c70af845485f2c55c7,2000,0.00664,0.545,233933,0.865,1.12e-05,11,0.168,-5.708,0,0.0286,99.01,4,0.543
2,Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,78,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b,2000-05-23,0.0339,0.95,284200,0.665,0.0,5,0.0453,-4.286,0,0.061,104.504,4,0.76
3,OutKast,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,77,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,https://i.scdn.co/image/48787c279dab6e8c1cc3b4beb27875ff37715fec,2000-10-31,0.142,0.843,270507,0.805,0.0,4,0.0771,-5.946,0,0.269,94.946,4,0.615
4,Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,81,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,https://i.scdn.co/image/495b0549379fc4c324445fd7d2bfa219a8c18a90,2000-07-10,0.00239,0.429,266773,0.661,0.00013,11,0.234,-7.227,1,0.0281,173.365,4,0.285
5,*NSYNC,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,72,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn,https://i.scdn.co/image/b8c18208ed80713b9a3aff54125adecb4590ccae,2000-03-21,0.031,0.61,200400,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
6,Nelly,Ride Wit Me,06iMqWThw4w8fTFyccvOwr,73,https://open.spotify.com/track/06iMqWThw4w8fTFyccvOwr,https://i.scdn.co/image/85bec1a0b3b231d9a2162f836f5adea8adb78699,2000-06-27,0.0668,0.854,291782,0.692,0.0,7,0.247,-6.625,1,0.0479,101.865,4,0.753
7,Britney Spears,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,76,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,https://i.scdn.co/image/9e037d40a46ccc30791f74958ffd88b6b6efa283,2000-05-15,0.3,0.751,211160,0.834,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894
8,The Beatles,Hey Jude - Remastered 2015,0aym2LBJBk9DAYuHHutrIl,77,https://open.spotify.com/track/0aym2LBJBk9DAYuHHutrIl,https://i.scdn.co/image/f8f5aca53b7b2dd79655b5e3ed25d93d45a4d657,2000-11-13,0.0112,0.386,425653,0.607,1.38e-05,10,0.088,-7.7,1,0.0261,147.207,4,0.532
9,Shaggy,It Wasn't Me,1Bt6TZfF8FSqdiHPN0vy4u,68,https://open.spotify.com/track/1Bt6TZfF8FSqdiHPN0vy4u,https://i.scdn.co/image/c189556ce933a7e289a7a1323ae0ec9e0a72c1f4,2000-08-08,0.045,0.852,227600,0.616,0.0,0,0.321,-4.728,1,0.0747,94.758,4,0.685
10,Eminem,Stan,3UmaczJpikHgJFyBTAJVoz,75,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz,https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b,2000-05-23,0.0369,0.778,404107,0.769,4.03e-06,6,0.548,-4.331,0,0.248,80.044,4,0.484
11,UB40,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,75,https://open.spotify.com/track/4uOKFydzAejjSFqYbv1XPt,https://i.scdn.co/image/e465a95428c4a34a3c2bcb1e0b2e8dff9a79756a,2000,0.00414,0.857,183113,0.468,1.32e-05,1,0.269,-8.53,1,0.0476,89.119,4,0.843
12,The Beatles,I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,74,https://open.spotify.com/track/4pbG9SUmWIvsROVLF0zF9s,https://i.scdn.co/image/f8f5aca53b7b2dd79655b5e3ed25d93d45a4d657,2000-11-13,0.386,0.49,145747,0.715,0.0,7,0.311,-5.549,1,0.0476,130.726,4,0.866
13,Nelly,Country Grammar (Hot Shit),2Lg4kvhOrPhpGEZmSe7VAN,69,https://open.spotify.com/track/2Lg4kvhOrPhpGEZmSe7VAN,https://i.scdn.co/image/85bec1a0b3b231d9a2162f836f5adea8adb78699,2000-06-27,0.00802,0.872,287000,0.673,0.0,2,0.155,-6.879,1,0.108,162.781,4,0.527
14,Phil Vassar,Just Another Day In Paradise,4LlNoNZflek4hZyZigCxpW,68,https://open.spotify.com/track/4LlNoNZflek4hZyZigCxpW,https://i.scdn.co/image/8bd2fd40e0b6b66b8db51e5bf1d587e37c7177e3,2000-02-22,0.351,0.596,233880,0.706,0.0,2,0.36,-5.562,1,0.0262,146.088,4,0.704
15,Travis Tritt,It's A Great Day To Be Alive,3oW6SWwGqiZSPTiAp7ZQoH,66,https://open.spotify.com/track/3oW6SWwGqiZSPTiAp7ZQoH,https://i.scdn.co/image/0e566fa8dcd963ec9cd0d7726ab64ad6f0893912,2000-10-01,0.246,0.595,241533,0.653,0.0,7,0.264,-4.935,1,0.0265,128.93,4,0.542
16,Disturbed,Down With the Sickness,40rvBMQizxkIqnjPdEWY1v,71,https://open.spotify.com/track/40rvBMQizxkIqnjPdEWY1v,https://i.scdn.co/image/2f7cfa7d9f694b64c0cd3718bee5f1aab7354d3e,2000-02-25,0.000996,0.695,279213,0.876,6.89e-06,3,0.106,-4.262,0,0.0553,89.954,4,0.941
17,Gloria Gaynor,I Will Survive - Extended Version,7cv28LXcjAC3GsXbUvXKbX,66,https://open.spotify.com/track/7cv28LXcjAC3GsXbUvXKbX,https://i.scdn.co/image/c6a517b6eb56faa2db2ebfc6c74ff9792607c055,2000-01-01,0.0181,0.775,198066,0.731,0.00952,0,0.253,-8.715,1,0.0536,116.66,4,0.558
18,Sam Cooke,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,72,https://open.spotify.com/track/2g2GkH3vZHk4lWzBjgQ6nY,https://i.scdn.co/image/d489664f13892cec7eff939413b9a9eb94fbb904,2000-09-26,0.627,0.691,125440,0.507,0.0,11,0.457,-10.23,1,0.0343,128.518,4,0.885
19,Linkin Park,One Step Closer,3K4HG9evC7dg3N0R9cYqk4,73,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.0014,0.492,157333,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.538
20,Toploader,Dancing in the Moonlight - 2001 Remix,1OzY7RRZh3EcIKn7VKZUTx,64,https://open.spotify.com/track/1OzY7RRZh3EcIKn7VKZUTx,https://i.scdn.co/image/0c2f13b8370e06797b6ab7998b9a283802455f42,2000,0.0217,0.748,233573,0.842,4.24e-06,10,0.357,-3.107,1,0.0265,119.023,4,0.945
21,Eminem,The Way I Am,23wfXwnsPZYe5A1xXRHb3J,71,https://open.spotify.com/track/23wfXwnsPZYe5A1xXRHb3J,https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b,2000-05-23,0.13,0.81,290427,0.871,0.0,4,0.313,-2.672,0,0.241,87.328,4,0.299
22,Paul Anka,Put Your Head On My Shoulder,2DpJ9T2RVRanZcYFHKOAfA,68,https://open.spotify.com/track/2DpJ9T2RVRanZcYFHKOAfA,https://i.scdn.co/image/dbe9dfbe769807dd110a275a8638789e5b60a84e,2000-10-03,0.747,0.547,154733,0.335,0.0,4,0.101,-9.2,0,0.0307,115.838,3,0.474
23,Uncle Kracker,Follow Me,4KoecuyOpZaNFZ0UqVsllc,71,https://open.spotify.com/track/4KoecuyOpZaNFZ0UqVsllc,https://i.scdn.co/image/9ede9989a7f3ad2dd4825167c345c8ae45e5a13f,2000-06-13,0.439,0.817,218440,0.585,0.0,5,0.147,-4.688,1,0.0301,105.014,4,0.916
24,Linkin Park,Crawling,57BrRMwf9LrcmuOsyGilwr,73,https://open.spotify.com/track/57BrRMwf9LrcmuOsyGilwr,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.0466,0.58,208960,0.702,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,4,0.299
25,*NSYNC,It's Gonna Be Me,2AW37v0bDyuOzGP3XnmFuA,65,https://open.spotify.com/track/2AW37v0bDyuOzGP3XnmFuA,https://i.scdn.co/image/b8c18208ed80713b9a3aff54125adecb4590ccae,2000-03-21,0.0407,0.636,192427,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.908
26,Linkin Park,Papercut,1Vej0qeQ3ioKwpI6FUbRv1,72,https://open.spotify.com/track/1Vej0qeQ3ioKwpI6FUbRv1,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.00022,0.524,184867,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661
27,Shaggy,Angel,7xHsIaGEmiZunovi6oFtQz,64,https://open.spotify.com/track/7xHsIaGEmiZunovi6oFtQz,https://i.scdn.co/image/c189556ce933a7e289a7a1323ae0ec9e0a72c1f4,2000-08-08,0.143,0.802,235133,0.77,0.0,6,0.0424,-2.998,1,0.0925,85.286,4,0.778
28,Lifehouse,Hanging By A Moment,0wqOReZDnrefefEsrIGeR4,64,https://open.spotify.com/track/0wqOReZDnrefefEsrIGeR4,https://i.scdn.co/image/742dfbf7691f6a4f8651f7ae7a0ea716c4c653c3,2000,0.000983,0.531,216067,0.855,0.0,1,0.0716,-4.95,1,0.0352,124.578,4,0.424
29,Sam Cooke,Bring It On Home to Me,0WVTQp3SOCuMr08jh1jweV,70,https://open.spotify.com/track/0WVTQp3SOCuMr08jh1jweV,https://i.scdn.co/image/d489664f13892cec7eff939413b9a9eb94fbb904,2000-09-26,0.778,0.523,162533,0.402,0.0,0,0.432,-8.233,1,0.0305,70.863,4,0.675
30,OutKast,"So Fresh, So Clean",6glsMWIMIxQ4BedzLqGVi4,66,https://open.spotify.com/track/6glsMWIMIxQ4BedzLqGVi4,https://i.scdn.co/image/48787c279dab6e8c1cc3b4beb27875ff37715fec,2000-10-31,0.0278,0.725,240027,0.64,0.0,5,0.099,-7.905,0,0.332,166.029,3,0.915
31,Wheatus,Teenage Dirtbag,3LI4MmibTkXH5cGpCGZgyw,71,https://open.spotify.com/track/3LI4MmibTkXH5cGpCGZgyw,https://i.scdn.co/image/d74707ca46d771a99a84c2c1382d33153107ec0e,2000-09-29,0.36,0.617,241840,0.84,8.85e-05,4,0.179,-4.063,1,0.0512,94.676,4,0.57
32,Eminem,Kill You,5eGEc27nnhtmcOh6RC890a,70,https://open.spotify.com/track/5eGEc27nnhtmcOh6RC890a,https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b,2000-05-23,0.154,0.807,264400,0.561,5.48e-05,11,0.302,-8.187,1,0.437,107.092,4,0.672
33,Bon Jovi,It's My Life,0v1XpBHnsbkCn7iJ9Ucr1l,76,https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l,https://i.scdn.co/image/963057e65dffa1cc9737d9d0fa960061e9937e7e,2000-01-01,0.0338,0.537,224493,0.903,1.53e-05,0,0.341,-3.997,0,0.0505,120.069,4,0.571
34,Limp Bizkit,Rollin' (Air Raid Vehicle),3IV4swNduIRunHREK80owz,72,https://open.spotify.com/track/3IV4swNduIRunHREK80owz,https://i.scdn.co/image/a145d387ca9eb57b4786a0ec44778d3e43cc500e,2000-10-17,0.00506,0.599,213760,0.932,0.0,9,0.269,-3.328,1,0.18,96.234,4,0.692
35,Ja Rule,Put It On Me,0OvwzS8FX73Bw7ykMRmffU,65,https://open.spotify.com/track/0OvwzS8FX73Bw7ykMRmffU,https://i.scdn.co/image/52614fda6df6cc6aaeab624abcb10d787ee94f97,2000-01-01,0.00332,0.687,262827,0.785,0.0,1,0.0516,-4.953,0,0.325,186.244,4,0.785
36,Deftones,Change (In the House of Flies) - In The House Of Flies LP Version,51c94ac31swyDQj9B3Lzs3,67,https://open.spotify.com/track/51c94ac31swyDQj9B3Lzs3,https://i.scdn.co/image/06fb60f4f4ad869f4c15b7e1e50769408fb15ca5,2000-05-16,0.000249,0.269,299533,0.853,0.000246,7,0.118,-4.647,0,0.0854,141.581,4,0.179
37,Lee Ann Womack,I Hope You Dance,65B1tEOv5W294uCKbmEcFV,62,https://open.spotify.com/track/65B1tEOv5W294uCKbmEcFV,https://i.scdn.co/image/e108de756363c052028f4ec37bf35af77f485df3,2000-01-01,0.0524,0.416,294533,0.446,0.0,7,0.0891,-9.557,0,0.0291,151.328,4,0.278
38,*NSYNC,This I Promise You,46n2EGFnPC3tzWCN1Aqe26,70,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26,https://i.scdn.co/image/b8c18208ed80713b9a3aff54125adecb4590ccae,2000-03-21,0.354,0.55,284760,0.587,0.0,2,0.128,-6.279,1,0.0329,165.975,4,0.466
39,Nine Days,Absolutely (Story of a Girl) - Radio Mix,3mNecsYFb6LQg7822DPXCP,65,https://open.spotify.com/track/3mNecsYFb6LQg7822DPXCP,https://i.scdn.co/image/52f0e4c8618b940e38cc666050357f79e0081301,2000-05-16,0.000891,0.481,189333,0.94,0.0,7,0.0939,-5.204,1,0.066,96.493,4,0.66
40,The Jackson 5,I Want You Back,3tSi6iFO9yLGIYIqMEgjC9,68,https://open.spotify.com/track/3tSi6iFO9yLGIYIqMEgjC9,https://i.scdn.co/image/0604aa3ceaefd16afc5a41b8d1665aebceb1cf26,2000-01-01,0.487,0.659,179227,0.577,0.00338,8,0.168,-8.114,1,0.0337,98.148,4,0.946
41,Backstreet Boys,Shape of My Heart,35o9a4iAfLl5jRmqMX9c1D,74,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D,https://i.scdn.co/image/ba97e5763202813e5d74a2f5cfde54c6fc1ecdee,2000-11-21,0.252,0.575,230093,0.786,0.0,9,0.159,-4.353,1,0.0296,96.102,4,0.518
42,U2,Beautiful Day,1VuBmEauSZywQVtqbxNqka,62,https://open.spotify.com/track/1VuBmEauSZywQVtqbxNqka,https://i.scdn.co/image/a48d13ddf477327cdfa249d6db40d0c77b9ddf29,2000-01-01,0.0144,0.537,248067,0.921,0.00479,2,0.382,-6.474,1,0.0481,136.264,4,0.467
43,Ludacris,What's Your Fantasy (Featuring Shawna),4LwOrnuxJwR7C5Sw4liY4Z,62,https://open.spotify.com/track/4LwOrnuxJwR7C5Sw4liY4Z,https://i.scdn.co/image/ced195bb84bad383ede0d1e508c63f68a114fb92,2000-01-01,0.171,0.914,275907,0.813,0.0,9,0.124,-3.607,1,0.163,140.089,4,0.962
44,Joe,I Wanna Know,1m2xMsxbtxv21Brome189p,64,https://open.spotify.com/track/1m2xMsxbtxv21Brome189p,https://i.scdn.co/image/6ba1bf73f3cbd7a61ed05a0ac594339f4b935db0,2000-04-18,0.26,0.725,296693,0.487,1.09e-05,8,0.431,-5.959,0,0.0368,136.086,4,0.599
45,Aaron Y Su Grupo Ilusion,Todo Me Gusta De Ti,5gUoppDphfYsIiguGr5drh,66,https://open.spotify.com/track/5gUoppDphfYsIiguGr5drh,https://i.scdn.co/image/9c1d4c116025cad7202c8068b23d364dc6d10cba,2000-01-01,0.19,0.765,247893,0.512,0.0,0,0.0681,-5.673,0,0.0327,90.336,4,0.759
46,Five For Fighting,Superman (It's Not Easy),3TwtrR1yNLY1PMPsrGQpOp,67,https://open.spotify.com/track/3TwtrR1yNLY1PMPsrGQpOp,https://i.scdn.co/image/e91c580d99e56ec8cca2036368aed560bd1f2cdf,2000-09-26,0.0733,0.382,221693,0.416,0.0,0,0.0719,-9.303,1,0.0302,102.089,4,0.125
47,Godsmack,Awake,6xXlurslWqFuyqTCBlErzX,64,https://open.spotify.com/track/6xXlurslWqFuyqTCBlErzX,https://i.scdn.co/image/15f23416a7881996df00baf6dd03d7785a015734,2000-10-31,1.84e-05,0.406,304373,0.758,0.00253,5,0.308,-4.1,1,0.0558,111.803,4,0.532
48,A Perfect Circle,Judith,5KDNFlHAdDJ84fhK27c35X,65,https://open.spotify.com/track/5KDNFlHAdDJ84fhK27c35X,https://i.scdn.co/image/d8fdd97e456756fd1ab7cd9bdc55915df739431e,2000-01-01,3.32e-05,0.365,247267,0.894,0.171,11,0.267,-4.682,0,0.0572,82.305,3,0.31
49,Eminem,Bitch Please II,7lgvU7WnwcNZ8dbGUz8yhP,67,https://open.spotify.com/track/7lgvU7WnwcNZ8dbGUz8yhP,https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b,2000-05-23,0.0734,0.924,288200,0.596,0.0,1,0.14,-3.287,1,0.113,95.502,4,0.788
50,Limp Bizkit,My Way,2gSVKxPDww9Eep5rdvtdem,69,https://open.spotify.com/track/2gSVKxPDww9Eep5rdvtdem,https://i.scdn.co/image/a145d387ca9eb57b4786a0ec44778d3e43cc500e,2000-10-17,0.0188,0.587,272973,0.873,0.0,6,0.687,-3.989,1,0.046,97.068,4,0.591
51,The Beatles,Day Tripper - Remastered 2015,29b2b96jozyD9GPCkOrVLs,67,https://open.spotify.com/track/29b2b96jozyD9GPCkOrVLs,https://i.scdn.co/image/f8f5aca53b7b2dd79655b5e3ed25d93d45a4d657,2000-11-13,0.12,0.665,169000,0.782,4.19e-06,6,0.125,-8.438,0,0.0307,137.453,4,0.731
52,Nelly Furtado,I'm Like A Bird,2tP7ZekzXfduShx8C6cbll,70,https://open.spotify.com/track/2tP7ZekzXfduShx8C6cbll,https://i.scdn.co/image/58b858e8b5ae463ba299d59b2aad188887463768,2000,0.147,0.616,243160,0.633,1.48e-06,10,0.288,-5.076,1,0.0383,89.644,4,0.58
53,The Jackson 5,ABC,01gwPP2h3ajRnqiIphUtR7,65,https://open.spotify.com/track/01gwPP2h3ajRnqiIphUtR7,https://i.scdn.co/image/0604aa3ceaefd16afc5a41b8d1665aebceb1cf26,2000-01-01,0.451,0.71,177427,0.815,0.000469,8,0.0975,-7.765,1,0.0438,93.603,4,0.955
54,The Guess Who,American Woman - Remastered,3LQPTJEqOfljGBxmpgUnoC,65,https://open.spotify.com/track/3LQPTJEqOfljGBxmpgUnoC,https://i.scdn.co/image/d4a3bb523ed0fcd4b2dc767b1498d3666c6c4bf5,2000-07-10,0.146,0.55,307493,0.726,0.00608,2,0.428,-8.51,1,0.0516,92.697,4,0.37
55,38 Special,Hold On Loosely,6hQszXJIYhtjmSTmDqZpeU,59,https://open.spotify.com/track/6hQszXJIYhtjmSTmDqZpeU,https://i.scdn.co/image/8bfc0a2b91ff4bafdf50b07e01e0186b290f4828,2000-01-01,0.00762,0.546,279893,0.721,9.37e-05,9,0.0821,-5.47,1,0.03,127.222,4,0.826
56,Rage Against The Machine,Renegades Of Funk,5YBVDvTSSSiqv7KZDeUlXA,65,https://open.spotify.com/track/5YBVDvTSSSiqv7KZDeUlXA,https://i.scdn.co/image/3c9c017c3df6735e2f76b2e7dd6c6e7c709a179f,2000-12-04,0.00184,0.651,274160,0.908,0.000579,2,0.384,-4.019,1,0.0577,123.851,4,0.769
57,Enya,Only Time,6FLwmdmW77N1Pxb1aWsZmO,69,https://open.spotify.com/track/6FLwmdmW77N1Pxb1aWsZmO,https://i.scdn.co/image/e631f320154587da29c2f203982d1781e693f336,2000-11-11,0.841,0.418,218547,0.249,0.661,3,0.112,-13.744,1,0.0301,82.803,4,0.213
58,Phoenix,If I ever feel better,3AA8xNhDC0MpqwkGX3EP5V,67,https://open.spotify.com/track/3AA8xNhDC0MpqwkGX3EP5V,https://i.scdn.co/image/b8b96e31074847815dd61a772864c9e0978d90cc,2000-03-06,0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0,0.107,119.7,4,0.836
59,Linkin Park,A Place For My Head,5rAxhWcgFng3s570sGO2F8,67,https://open.spotify.com/track/5rAxhWcgFng3s570sGO2F8,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.0144,0.603,184640,0.908,0.0,11,0.671,-5.254,1,0.184,133.063,4,0.457
60,Coldplay,Trouble,0R8P9KfGJCDULmlEoBagcO,70,https://open.spotify.com/track/0R8P9KfGJCDULmlEoBagcO,https://i.scdn.co/image/495b0549379fc4c324445fd7d2bfa219a8c18a90,2000-07-10,0.189,0.561,273427,0.547,0.00157,11,0.17,-7.496,0,0.0321,139.755,4,0.19
61,Matchbox Twenty,If You're Gone,2f5N826udWfjT9iomeaBJt,62,https://open.spotify.com/track/2f5N826udWfjT9iomeaBJt,https://i.scdn.co/image/417116b73b57498b0a8c50e45d7f65d17b1caab9,2000-05-23,0.427,0.544,274933,0.659,1.33e-06,9,0.126,-7.191,1,0.0298,109.933,4,0.361
62,Sade,By Your Side,6aXGgKVRGXlMqQYCIQqo4s,66,https://open.spotify.com/track/6aXGgKVRGXlMqQYCIQqo4s,https://i.scdn.co/image/ae0ce75e760b8eed7cbfc4d73a5875886289aa35,2000-11-07,0.0901,0.653,274600,0.433,0.00394,11,0.0765,-10.487,1,0.0295,146.097,4,0.582
63,The Hives,Hate To Say I Told You So,6xxXrNJnnsQNLdgNk8S4y8,59,https://open.spotify.com/track/6xxXrNJnnsQNLdgNk8S4y8,https://i.scdn.co/image/818c758f4b2185248e0d65308e3ec734eb3c4866,2000,0.00109,0.451,199760,0.929,0.00785,5,0.442,-5.021,1,0.0549,135.767,4,0.378
64,The Temptations,Papa Was A Rollin' Stone - Single Version,7MiLmLbwNoyf47xQ4TCVYp,65,https://open.spotify.com/track/7MiLmLbwNoyf47xQ4TCVYp,https://i.scdn.co/image/84e296fdb6068ae45031b9715fb6a184f9240fd3,2000-01-11,0.451,0.817,419640,0.405,0.0507,10,0.0468,-13.513,0,0.0811,121.467,4,0.898
65,OutKast,B.O.B.,3WibbMr6canxRJXhNtAvLU,60,https://open.spotify.com/track/3WibbMr6canxRJXhNtAvLU,https://i.scdn.co/image/48787c279dab6e8c1cc3b4beb27875ff37715fec,2000-10-31,0.0555,0.746,304227,0.978,4.02e-05,9,0.026,-5.324,1,0.0978,153.897,4,0.652
66,Linkin Park,Points Of Authority,5egqKwgK5r5rvGD1LrtR7J,66,https://open.spotify.com/track/5egqKwgK5r5rvGD1LrtR7J,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.03,0.512,200240,0.97,0.0,8,0.0994,-3.886,0,0.212,94.952,4,0.427
67,Toni Braxton,He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh,64,https://open.spotify.com/track/7f1Dmr246cJ9uQYdbplTbh,https://i.scdn.co/image/d1bcf37a55a5406f7698a5edf72ed234df6f2dce,2000,0.00947,0.739,261933,0.947,2.99e-05,11,0.326,-1.915,0,0.0412,88.009,4,0.763
68,Mudvayne,Dig,7vrLphPq4yjaX7jiDdd2Nc,61,https://open.spotify.com/track/7vrLphPq4yjaX7jiDdd2Nc,https://i.scdn.co/image/edcbb948aaa994227ce0131169bcc4087fecf930,2000-08-13,9.62e-05,0.623,162293,0.983,0.0617,11,0.261,-3.548,0,0.151,134.975,4,0.271
69,Spandau Ballet,TRUE - Single Edit,6eDYgjKl4vUgRusxb7THDu,66,https://open.spotify.com/track/6eDYgjKl4vUgRusxb7THDu,https://i.scdn.co/image/b7e04c539ed491aaba70b203e122946a7f097274,2000-05-15,0.506,0.744,328293,0.545,0.0977,0,0.0649,-9.361,1,0.0297,97.409,4,0.346
70,The Beatles,She Loves You - Mono / Remastered,6nEkxYIEnrbYH7h1hJ8Xn6,66,https://open.spotify.com/track/6nEkxYIEnrbYH7h1hJ8Xn6,https://i.scdn.co/image/f8f5aca53b7b2dd79655b5e3ed25d93d45a4d657,2000-11-13,0.26,0.377,140920,0.916,0.0,4,0.074,-3.199,0,0.0481,75.533,4,0.912
71,Erykah Badu,Didn't Cha Know,7pv80uUHfocFqfTytu1MVi,60,https://open.spotify.com/track/7pv80uUHfocFqfTytu1MVi,https://i.scdn.co/image/b9aee066a0b05d8c60ab68de0ceef66cd9e91f16,2000-10-31,0.48,0.753,238733,0.472,0.0133,3,0.284,-9.761,0,0.121,135.276,4,0.816
72,Cat Power,Sea of Love,1J3w85cS3FEmoSKRu2dQJ8,63,https://open.spotify.com/track/1J3w85cS3FEmoSKRu2dQJ8,https://i.scdn.co/image/5fcb52c55bf57429d2ab2e2abf4860d0702ad3a9,2000-03-21,0.94,0.561,139467,0.0859,0.0,6,0.16,-11.478,0,0.0511,78.372,4,0.117
73,Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,63,https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod,https://i.scdn.co/image/495b0549379fc4c324445fd7d2bfa219a8c18a90,2000-07-10,0.746,0.371,227093,0.268,0.0517,1,0.104,-10.506,1,0.0283,102.623,3,0.165
74,Vengaboys,"Boom, Boom, Boom, Boom!!",65OXGbKBQ8gUyJvUd0jNpf,73,https://open.spotify.com/track/65OXGbKBQ8gUyJvUd0jNpf,https://i.scdn.co/image/80086ba63884182bbf7f5e7cfe2aef8a18ba3944,2000,0.0108,0.8,201840,0.894,0.437,6,0.0285,-7.346,0,0.04,138.48,4,0.967
75,Alice DJ,Better Off Alone,0pMUR7Uvp6vxlbG0qBFvgM,71,https://open.spotify.com/track/0pMUR7Uvp6vxlbG0qBFvgM,https://i.scdn.co/image/785563f4617b87950534208622342c2ee9c6190a,2000,0.00437,0.667,217573,0.818,0.761,8,0.288,-9.149,0,0.0594,136.957,4,0.761
76,Limp Bizkit,Take A Look Around,2avKuMN2QXkaG9vvHa2JLt,69,https://open.spotify.com/track/2avKuMN2QXkaG9vvHa2JLt,https://i.scdn.co/image/a145d387ca9eb57b4786a0ec44778d3e43cc500e,2000-10-17,0.0201,0.479,321040,0.861,0.314,3,0.0862,-5.659,0,0.0458,101.92,4,0.556
77,The Beatles,We Can Work It Out - Remastered 2015,1hTUFqJuQAMjXVGwUPWDqi,64,https://open.spotify.com/track/1hTUFqJuQAMjXVGwUPWDqi,https://i.scdn.co/image/f8f5aca53b7b2dd79655b5e3ed25d93d45a4d657,2000-11-13,0.0635,0.378,135693,0.677,0.0,2,0.183,-8.63,1,0.0298,106.071,4,0.648
78,Bloodhound Gang,The Bad Touch,5EYdTPdJD74r9EVZBztqGG,69,https://open.spotify.com/track/5EYdTPdJD74r9EVZBztqGG,https://i.scdn.co/image/b996940f703580a1b5cb2849bb6fea051ba6fb03,2000-01-01,0.00474,0.841,260507,0.741,0.0121,0,0.0911,-6.222,0,0.0392,122.984,4,0.97
79,Linkin Park,Runaway,6xtQ23d8GEXgcxyUKPtwc5,65,https://open.spotify.com/track/6xtQ23d8GEXgcxyUKPtwc5,https://i.scdn.co/image/66ff51342a9b250bf5b998fd0ec8e977671468bc,2000-10-24,0.0142,0.636,183973,0.884,0.0,7,0.253,-4.743,1,0.0584,109.16,4,0.446
80,Bow Wow,Shortie Like Mine,4F55RCGuM477OjznpYGhYz,56,https://open.spotify.com/track/4F55RCGuM477OjznpYGhYz,https://i.scdn.co/image/be8ae636cccb38049f3df0f43c468d92dcd7c62f,2000,0.0891,0.763,267507,0.629,0.0,7,0.169,-8.66,0,0.225,142.149,4,0.709
