artist_name,track_name,track_id,popularity,url,images,date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
K-Ci & JoJo,All My Life,5GorFaKkP2mLREQvhSblIg,72,https://open.spotify.com/track/5GorFaKkP2mLREQvhSblIg,https://i.scdn.co/image/b9fd6aba9055ae96a18f7159adeeec8f8ede5544,1997-01-01,0.117,0.634,331240,0.528,2.26e-06,1,0.0565,-8.834,1,0.0309,128.0,4,0.18
Third Eye Blind,Jumper - 1998 Edit,3354J49VpkbZJho7Ztdzpw,68,https://open.spotify.com/track/3354J49VpkbZJho7Ztdzpw,https://i.scdn.co/image/c72892c1974c56210d34b623f6e3ba253366a0e8,1997-04-08,0.0129,0.599,272973,0.543,0.00193,0,0.291,-9.226,1,0.0302,91.105,4,0.624
Sister Hazel,All For You,2skmOCFU64Bg7Ytkgwliwe,66,https://open.spotify.com/track/2skmOCFU64Bg7Ytkgwliwe,https://i.scdn.co/image/890a52e3eeac5aa5883283f2a5b892419c452350,1997-01-01,0.0399,0.631,218707,0.756,4.37e-05,8,0.0924,-6.378,1,0.0376,137.039,4,0.671
Edwin McCain,I'll Be,5K7AMlpc4796JRWXb26nCV,70,https://open.spotify.com/track/5K7AMlpc4796JRWXb26nCV,https://i.scdn.co/image/71499b1051ce579659fe0e3368cdd7024e02765c,1997,0.386,0.371,266533,0.609,0.0,11,0.104,-5.524,1,0.0295,136.526,3,0.426
Next,Too Close,5IFCyWplye09HytIP80RCF,68,https://open.spotify.com/track/5IFCyWplye09HytIP80RCF,https://i.scdn.co/image/b286221cecfcd6bccefc6c5a82db686a509d0070,1997-09-30,0.0118,0.847,259440,0.402,0.0,7,0.283,-9.952,1,0.0641,99.693,4,0.752
Kenny Loggins,Danger Zone,34x6hEJgGAOQvmlMql5Ige,71,https://open.spotify.com/track/34x6hEJgGAOQvmlMql5Ige,https://i.scdn.co/image/9b42721fe04960acbaebed58f76e8ea66b5b4c92,1997-03-25,0.241,0.544,215133,0.897,0.0,3,0.13,-6.056,0,0.0471,157.17,4,0.647
Third Eye Blind,How's It Going to Be,3Uvx1TO0Kg5HgGPk58lHXv,68,https://open.spotify.com/track/3Uvx1TO0Kg5HgGPk58lHXv,https://i.scdn.co/image/c72892c1974c56210d34b623f6e3ba253366a0e8,1997-04-08,0.00327,0.562,253413,0.593,0.00139,5,0.0967,-9.362,1,0.0263,80.289,4,0.574
Radiohead,Karma Police,3SVAN3BRByDmHOhKyIDxfC,75,https://open.spotify.com/track/3SVAN3BRByDmHOhKyIDxfC,https://i.scdn.co/image/1b898f0b8e3ce499d0fc629a1918c144d982e475,1997-05-28,0.0626,0.36,264067,0.505,9.22e-05,7,0.172,-9.129,1,0.026,74.807,4,0.317
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",3oEHQmhvFLiE7ZYES0ulzv,75,https://open.spotify.com/track/3oEHQmhvFLiE7ZYES0ulzv,https://i.scdn.co/image/124deee2b86f031c99432fd7bb61dcce150dbb9d,1997-10-24,0.732,0.428,280000,0.276,5.33e-06,4,0.117,-11.729,1,0.0312,99.195,1,0.0382
Samuel E. Wright,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",4qqfI5oNO53a6W7nWfutKH,69,https://open.spotify.com/track/4qqfI5oNO53a6W7nWfutKH,https://i.scdn.co/image/34adca539aec1cf8a4c5bd762ba2665d6dfce6a4,1997-01-01,0.709,0.545,195147,0.454,0.0,10,0.0914,-15.213,1,0.167,99.722,4,0.869
Jodi Benson,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",5J4pDyvjRrYfcgHetKjKSj,69,https://open.spotify.com/track/5J4pDyvjRrYfcgHetKjKSj,https://i.scdn.co/image/34adca539aec1cf8a4c5bd762ba2665d6dfce6a4,1997-01-01,0.92,0.367,195493,0.138,0.000215,5,0.281,-15.189,1,0.0365,89.357,1,0.342
Usher,You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq,69,https://open.spotify.com/track/47TqCCnEliDp8NRDyIQoQq,https://i.scdn.co/image/6ed1f0f4bb9058008ecb381064048d6f9f52ef55,1997-09-16,0.0359,0.761,219120,0.639,0.0,5,0.0945,-7.577,0,0.0539,164.088,4,0.922
Shania Twain,You're Still The One,7wCH9DbgRs7ujHeqNy6oAS,75,https://open.spotify.com/track/7wCH9DbgRs7ujHeqNy6oAS,https://i.scdn.co/image/6ee9a4af2ea498f043eb7c3d6aaa38ead8138265,1997,0.45,0.551,212560,0.527,0.0,3,0.0867,-7.119,1,0.0302,133.758,4,0.642
Blur,Song 2 - 2012 Remastered Version,1FTSo4v6BOZH9QxKc3MbVM,76,https://open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM,https://i.scdn.co/image/ad88757ab4021ac6855bc3ef5befc45e98d539c7,1997-02-10,0.00178,0.674,121160,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
Roger Bart,Go the Distance,0D1OY0M5A0qD5HGBvFmFid,64,https://open.spotify.com/track/0D1OY0M5A0qD5HGBvFmFid,https://i.scdn.co/image/f61440c7d90fc013cb5c856fe4a46552c363ae18,1997-01-01,0.879,0.275,194160,0.126,0.000799,9,0.0791,-17.077,1,0.033,88.626,4,0.21
blink-182,Dammit,6WkSUgo1VdpzgtiXKlFPcY,64,https://open.spotify.com/track/6WkSUgo1VdpzgtiXKlFPcY,https://i.scdn.co/image/e91731beb09a0c7ff0f6269bbb6baf94d0609fdc,1997,0.00166,0.407,165373,0.968,0.0,0,0.131,-5.154,1,0.108,109.727,4,0.374
Will Smith,Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,71,https://open.spotify.com/track/0weAUscowxeqDtpCgtbpgp,https://i.scdn.co/image/3ed245e26fd3e22cc4f26b5b4206c20d512e791d,1997-10-03,0.0175,0.881,227933,0.874,1.19e-06,6,0.154,-4.505,1,0.139,107.891,4,0.858
Harvey Danger,Flagpole Sitta,7cz70nyRXlCJOE85whEkgU,62,https://open.spotify.com/track/7cz70nyRXlCJOE85whEkgU,https://i.scdn.co/image/7402a7282b36a0097e70c57944a44e987ebef027,1997-01-01,0.00184,0.351,217267,0.899,0.000116,7,0.284,-4.119,1,0.0432,145.015,4,0.508
2Pac,Do For Love,4AE7Lj39VnSZNOmGH2iZaq,70,https://open.spotify.com/track/4AE7Lj39VnSZNOmGH2iZaq,https://i.scdn.co/image/2aa53b28e4abbcc1ada58116aea80d537b9aea6f,1997-01-01,0.0536,0.87,281600,0.645,0.00152,1,0.0651,-3.956,1,0.307,94.998,4,0.746
The Notorious B.I.G.,Notorious Thugs - 2014 Remastered Version,19FsxX4RthRMZGfXkImdCb,67,https://open.spotify.com/track/19FsxX4RthRMZGfXkImdCb,https://i.scdn.co/image/c864597677050082db88d076070c6ad43189be03,1997-03-04,0.121,0.704,366880,0.873,5.12e-06,11,0.24,-4.057,0,0.144,154.914,4,0.742
George Strait,Carrying Your Love With Me,7puxIVNdj5nsBJk43zM3bH,63,https://open.spotify.com/track/7puxIVNdj5nsBJk43zM3bH,https://i.scdn.co/image/36d3a6e713e116cdfd9b5ee36a22afa16146a8dd,1997-01-01,0.235,0.63,232427,0.473,0.0,10,0.0589,-10.526,1,0.0269,138.218,4,0.357
Foo Fighters,My Hero,4dVbhS6OiYvFikshyaQaCN,69,https://open.spotify.com/track/4dVbhS6OiYvFikshyaQaCN,https://i.scdn.co/image/b1a27e6445ebaf4f155b195046c827efb0fd0971,1997-05-20,6.2e-05,0.374,260027,0.927,0.000177,4,0.0575,-4.212,1,0.0652,154.047,4,0.301
Sugar Ray,Fly,3uPfVXcjnpOjyzI3jb3js4,65,https://open.spotify.com/track/3uPfVXcjnpOjyzI3jb3js4,https://i.scdn.co/image/de41b6e76b1f975313af7a77233f95841a5af8d4,1997-06-20,0.0202,0.835,244640,0.648,0.225,1,0.308,-8.15,1,0.0488,99.701,4,0.674
Mase,Feel so Good,7hfRrdFJgFKK3cJ4rmkecE,67,https://open.spotify.com/track/7hfRrdFJgFKK3cJ4rmkecE,https://i.scdn.co/image/2be28dca10f114eebac14b0159a7f4b9e7a9fcce,1997,0.192,0.821,203627,0.703,0.0,11,0.0816,-8.464,0,0.24,105.154,4,0.536
Will Smith,Miami,6e8Ou0wiqAzIpWb2eSxll8,70,https://open.spotify.com/track/6e8Ou0wiqAzIpWb2eSxll8,https://i.scdn.co/image/3ed245e26fd3e22cc4f26b5b4206c20d512e791d,1997-10-03,0.0339,0.877,197560,0.534,1.73e-05,1,0.0441,-6.18,1,0.151,108.171,4,0.89
Eric Carmen,Hungry Eyes,31H6au3jhblhr6MMJiXnCq,72,https://open.spotify.com/track/31H6au3jhblhr6MMJiXnCq,https://i.scdn.co/image/1a314029fcbbafa75db8ae697e294cfed1b59836,1997,0.011,0.712,251067,0.549,0.0,5,0.118,-9.484,1,0.0254,109.882,4,0.552
Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,63,https://open.spotify.com/track/013AWvizllIUEC2FOBzOnh,https://i.scdn.co/image/4ce17c9fd0c9c7a343874e628d5b5175cd770100,1997-03-04,0.403,0.555,277267,0.698,0.0,0,0.0851,-8.874,1,0.0287,168.12,4,0.816
Rammstein,Du hast,1dS1SUD3vr0McKwez9MqAY,67,https://open.spotify.com/track/1dS1SUD3vr0McKwez9MqAY,https://i.scdn.co/image/d743e90fd34258854fb6e299d27cc33a17e8e367,1997-08-22,0.00437,0.638,234227,0.918,0.0706,9,0.331,-6.294,0,0.0385,125.066,4,0.723
Ween,Ocean Man,6M14BiCN00nOsba4JaYsHW,66,https://open.spotify.com/track/6M14BiCN00nOsba4JaYsHW,https://i.scdn.co/image/4a3fcbe20ab3af2fb0c6d678b52497d08d45844a,1997-04-18,0.551,0.72,126947,0.912,0.00122,4,0.0982,-6.13,1,0.0363,122.782,4,0.973
*NSYNC,Tearin' up My Heart - Radio Edit,594M0rqYMOo8BhMGEdoi5C,65,https://open.spotify.com/track/594M0rqYMOo8BhMGEdoi5C,https://i.scdn.co/image/59b894f714fbc753925646bedcc6e7510de1b538,1997-05-26,0.0028,0.686,211000,0.915,7.16e-06,7,0.233,-4.447,1,0.0364,110.054,4,0.796
Everclear,Father Of Mine,2hx4ptqsE8dboLH3NCLmaN,63,https://open.spotify.com/track/2hx4ptqsE8dboLH3NCLmaN,https://i.scdn.co/image/392bcfdff116abf0dab2a757b3a84afdba3901b1,1997-10-07,0.000431,0.568,231400,0.94,4.96e-05,1,0.0779,-5.401,1,0.0411,97.096,4,0.738
Tim McGraw,Just To See You Smile,2op0kDNARK2VHWHntEeH4g,62,https://open.spotify.com/track/2op0kDNARK2VHWHntEeH4g,https://i.scdn.co/image/b5df63b48138bd4affb0c06a9463e55980b65268,1997-06-03,0.127,0.492,215173,0.823,0.0,6,0.0523,-8.526,1,0.0297,94.342,4,0.702
Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0c1gHntWjKD7QShC8s99sq,74,https://open.spotify.com/track/0c1gHntWjKD7QShC8s99sq,https://i.scdn.co/image/159b081c32266c900ae49bd14af66465b4ccb5c3,1997,0.172,0.39,299760,0.649,0.0,2,0.216,-5.163,1,0.0345,121.16,4,0.144
The Mighty Mighty Bosstones,The Impression That I Get,1ru5R5iSawvuMELqKXxLjS,65,https://open.spotify.com/track/1ru5R5iSawvuMELqKXxLjS,https://i.scdn.co/image/b44f82596b03a426b47bcee27334cbda5f26f9ec,1997-01-01,0.0908,0.425,194760,0.936,0.00469,4,0.201,-5.354,1,0.145,182.318,4,0.665
Erykah Badu,On & On,0tNuJpBgtE65diL6Q8Q7fI,66,https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI,https://i.scdn.co/image/ba56a3fc4fbfce6ac6708a93405ba13ddf10ba89,1997-01-01,0.061,0.765,226133,0.403,0.00559,11,0.204,-10.946,0,0.167,80.386,4,0.295
Chorus - Hercules,Zero To Hero,4zDfgax6Ihb0UWdour1ZEs,62,https://open.spotify.com/track/4zDfgax6Ihb0UWdour1ZEs,https://i.scdn.co/image/f61440c7d90fc013cb5c856fe4a46552c363ae18,1997-01-01,0.493,0.474,140573,0.82,0.0,0,0.0978,-7.699,1,0.243,164.718,4,0.697
Chumbawamba,Tubthumping,5YScXJKtefsgdskIy60N7A,63,https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A,https://i.scdn.co/image/52fa1b7e49af09df853c5fb3a293573a16ec10ba,1997-01-01,0.117,0.606,278960,0.864,0.0,11,0.366,-7.504,0,0.0919,103.834,4,0.579
Foo Fighters,Monkey Wrench,44wXefe8WB9Fd6xwtmAwbR,68,https://open.spotify.com/track/44wXefe8WB9Fd6xwtmAwbR,https://i.scdn.co/image/b1a27e6445ebaf4f155b195046c827efb0fd0971,1997-05-20,1.83e-05,0.399,231480,0.953,2.53e-05,4,0.149,-4.276,1,0.0752,174.216,4,0.555
Mase,What You Want (feat. Total),6hxn98poTu1O4YZfafvC18,66,https://open.spotify.com/track/6hxn98poTu1O4YZfafvC18,https://i.scdn.co/image/2be28dca10f114eebac14b0159a7f4b9e7a9fcce,1997,0.0312,0.838,242947,0.72,1.11e-05,10,0.422,-6.593,0,0.384,93.76,4,0.845
Shania Twain,That Don't Impress Me Much,0KvLsZYwodakWxOQUYAR5I,69,https://open.spotify.com/track/0KvLsZYwodakWxOQUYAR5I,https://i.scdn.co/image/6ee9a4af2ea498f043eb7c3d6aaa38ead8138265,1997,0.153,0.745,238707,0.869,0.0,10,0.139,-4.828,0,0.0574,125.005,5,0.963
Usher,Nice & Slow,5L0KDoZklMgs9GPoonneEl,64,https://open.spotify.com/track/5L0KDoZklMgs9GPoonneEl,https://i.scdn.co/image/6ed1f0f4bb9058008ecb381064048d6f9f52ef55,1997-09-16,0.153,0.819,227907,0.299,0.0,5,0.3,-11.964,0,0.122,121.913,4,0.515
Maná,Clavado En Un Bar,78DVpEWwmJFC25KGz8fJuE,73,https://open.spotify.com/track/78DVpEWwmJFC25KGz8fJuE,https://i.scdn.co/image/e1c1438e1e6b334eee7f480630da627f474260e0,1997-10-10,0.00737,0.634,310813,0.854,2.49e-06,11,0.0664,-3.444,1,0.0369,148.003,4,0.564
Meredith Brooks,Bitch,3i6qNxyVgIdUZTTi5m25EM,68,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM,https://i.scdn.co/image/c80d5c675898c3e43906406be274abd9452874ab,1997-01-01,0.0112,0.617,252760,0.886,9.63e-05,9,0.0523,-5.953,1,0.055,96.328,4,0.629
Grupo Cañaveral De Humberto Pabón,Tiene Espinas El Rosal,1PZ3QsCFec05Ls3PwOqKXZ,67,https://open.spotify.com/track/1PZ3QsCFec05Ls3PwOqKXZ,https://i.scdn.co/image/57c1bc96e024b6467b40bfdaf9e24b8d538a5827,1997-01-01,0.0343,0.68,237960,0.423,0.0,11,0.0925,-11.112,0,0.136,169.184,4,0.822
Maná,En El Muelle De San Blas,0mvocLIWUnT10znvIXwHGr,73,https://open.spotify.com/track/0mvocLIWUnT10znvIXwHGr,https://i.scdn.co/image/e1c1438e1e6b334eee7f480630da627f474260e0,1997-10-10,0.113,0.64,352160,0.693,5.62e-06,2,0.0978,-5.735,1,0.0235,97.159,4,0.698
Intocable,¿Y Todo Para Qué?,7EdSK9nLBY2RgbJ7g22s4z,67,https://open.spotify.com/track/7EdSK9nLBY2RgbJ7g22s4z,https://i.scdn.co/image/5cfc24c7cf5da3378dba79e6d2941153592a7f8a,1997-01-01,0.306,0.691,190933,0.636,5.34e-05,0,0.321,-7.801,1,0.0275,102.841,4,0.783
Aaron Tippin,You've Got to Stand for Something,4RGa1ZQK9FxkNB9z9UHrjU,61,https://open.spotify.com/track/4RGa1ZQK9FxkNB9z9UHrjU,https://i.scdn.co/image/19a24f87f52a3e7e8724aeec1d93c88e1b7f7765,1997,0.188,0.544,182160,0.577,0.0,4,0.11,-9.842,1,0.0343,83.472,4,0.456
Deftones,My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,65,https://open.spotify.com/track/1158ckiB5S4cpsdYHDB9IF,https://i.scdn.co/image/97245eb782fb09e0892d2d695613d947033682b8,1997-10-27,1.33e-05,0.443,214760,0.781,0.205,1,0.166,-4.277,1,0.0377,71.841,4,0.372
Fuel,Shimmer - Single Version,74KI6d8jEM2zwOAo3luayU,59,https://open.spotify.com/track/74KI6d8jEM2zwOAo3luayU,https://i.scdn.co/image/782aa45b7a488b054ab3137f08bb2c7585988280,1997,0.00236,0.479,214107,0.795,0.0,4,0.19,-6.408,0,0.0421,114.675,4,0.432
Oscar Peterson Trio,I Got It Bad And That Ain't Good,2kpaRWsZTE96rmw0NBfP0c,65,https://open.spotify.com/track/2kpaRWsZTE96rmw0NBfP0c,https://i.scdn.co/image/7a0eedab97c811d4188d9a5e45775a8cbb80f109,1997-01-01,0.972,0.515,306173,0.0551,0.915,2,0.0878,-27.383,0,0.0477,50.658,4,0.176
Wu-Tang Clan,Triumph (feat. Cappadonna),3glqlA5qY3bbo8UaUDGPnw,64,https://open.spotify.com/track/3glqlA5qY3bbo8UaUDGPnw,https://i.scdn.co/image/1d3b3dbf8310b8b62678267d91e38f9879ed44db,1997-06-03,0.000917,0.722,338187,0.639,2.79e-05,2,0.352,-6.959,1,0.373,90.972,4,0.324
Rayito Colombiano,Muchachita Consentida,1zVDbrBG7zCd6AXGLmbGj4,66,https://open.spotify.com/track/1zVDbrBG7zCd6AXGLmbGj4,https://i.scdn.co/image/5fde57905c00a8f2bd13d396d020f7ab90b8cd3c,1997-01-01,0.312,0.768,211813,0.607,3.4e-05,5,0.0929,-6.044,1,0.0637,84.714,4,0.937
Tim McGraw,Where The Green Grass Grows,0nDjzA4kns1QOWPXuOn6Xw,60,https://open.spotify.com/track/0nDjzA4kns1QOWPXuOn6Xw,https://i.scdn.co/image/b5df63b48138bd4affb0c06a9463e55980b65268,1997-06-03,0.198,0.479,201600,0.698,0.0,7,0.126,-7.914,1,0.0277,159.699,4,0.673
Aqua,Barbie Girl,2RSOzvKUnfDDrb2nQPfpQU,64,https://open.spotify.com/track/2RSOzvKUnfDDrb2nQPfpQU,https://i.scdn.co/image/0fb6a4b91d3c7e8053ed679c98a39fc013f950b3,1997-01-01,0.0146,0.814,197773,0.955,0.283,1,0.218,-5.905,0,0.0377,129.992,4,0.963
Spice Girls,Stop,3FteycP8CaXS1MhjcXekVT,70,https://open.spotify.com/track/3FteycP8CaXS1MhjcXekVT,https://i.scdn.co/image/e380037f3785ef24b87085ec3ce72c43333bb478,1997-01-01,0.287,0.722,204754,0.845,0.0,2,0.0561,-4.446,0,0.0308,130.13,4,0.965
Daft Punk,Around The World,1pKYYY0dkg23sQQXi0Q5zN,70,https://open.spotify.com/track/1pKYYY0dkg23sQQXi0Q5zN,https://i.scdn.co/image/2dacea257e8de9b0f263b9ffebf714b15a07181f,1997-01-16,0.00356,0.956,429533,0.795,0.889,7,0.0906,-5.311,1,0.15,121.294,4,0.841
Pixies,Where Is My Mind?,5BP0oaQ1VhuaznT77CBXQp,68,https://open.spotify.com/track/5BP0oaQ1VhuaznT77CBXQp,https://i.scdn.co/image/9bb2ffe1abb1a6398598155d105254b903afaf86,1997,0.0177,0.508,231667,0.597,0.000856,4,0.091,-8.063,1,0.0396,81.982,4,0.185
Busta Rhymes,Put Your Hands Where My Eyes Could See,1NHwvBmrUje4L1dxfWnXCH,63,https://open.spotify.com/track/1NHwvBmrUje4L1dxfWnXCH,https://i.scdn.co/image/f85d36d97ec565d40f2e21b509d2fad730715b89,1997,0.00864,0.906,194293,0.623,4.19e-06,1,0.0753,-6.711,0,0.303,99.498,4,0.715
Metallica,Fuel,1tTPC0hsnXq1IGpvWY54JC,60,https://open.spotify.com/track/1tTPC0hsnXq1IGpvWY54JC,https://i.scdn.co/image/650cb20841f2587f243b7796287b96eac41fd27d,1997-11-18,2.3e-05,0.491,269733,0.951,0.00354,1,0.0424,-3.775,1,0.0465,106.948,4,0.555
Pavement,Harness Your Hopes - b-side,4tggZyGJMNJMooWuRbvN5q,61,https://open.spotify.com/track/4tggZyGJMNJMooWuRbvN5q,https://i.scdn.co/image/9f2c401e6f89e7a600082e380774f288aec1a1ea,1997,0.289,0.605,206947,0.573,0.0406,2,0.133,-7.804,1,0.037,107.882,4,0.581
Diddy,I'll Be Missing You (feat. Faith Evans & 112),1yy2DlSDtEt90d54rPDPXz,67,https://open.spotify.com/track/1yy2DlSDtEt90d54rPDPXz,https://i.scdn.co/image/512baca3e0620cc58f6677046d1887be49f373aa,1997,0.111,0.833,306560,0.619,2.13e-05,7,0.159,-5.595,1,0.0538,109.92,4,0.901
Radiohead,No Surprises,1bSpwPhAxZwlR2enJJsv7U,71,https://open.spotify.com/track/1bSpwPhAxZwlR2enJJsv7U,https://i.scdn.co/image/1b898f0b8e3ce499d0fc629a1918c144d982e475,1997-05-28,0.0577,0.255,229120,0.393,0.00361,5,0.113,-10.654,1,0.0278,76.426,4,0.118
Third Eye Blind,Motorcycle Drive By,47wtXjG0Sk6DI6cjkRBcEg,63,https://open.spotify.com/track/47wtXjG0Sk6DI6cjkRBcEg,https://i.scdn.co/image/c72892c1974c56210d34b623f6e3ba253366a0e8,1997-04-08,0.0127,0.422,262627,0.577,0.000861,0,0.0848,-9.292,1,0.0263,122.506,4,0.615
Dispatch,The General,6n6EXIwLtNwe4u4CFzENYm,60,https://open.spotify.com/track/6n6EXIwLtNwe4u4CFzENYm,https://i.scdn.co/image/33cac6286ee4cb90f273aa91d4b499c1be92fe63,1997-09-01,0.446,0.541,246920,0.675,0.0,10,0.107,-6.136,1,0.192,91.09,4,0.686
Days Of The New,"Touch, Peel And Stand",0eKCfj7xCuJNoYrLlSJe59,61,https://open.spotify.com/track/0eKCfj7xCuJNoYrLlSJe59,https://i.scdn.co/image/c7bd1faed0e800ebec39d61f345dd099fa1eafd6,1997,0.0543,0.573,297147,0.622,1.77e-06,11,0.295,-7.948,1,0.033,81.667,4,0.825
311,Beautiful Disaster,0LtsuNRz3IMRrHCYO9fKRk,60,https://open.spotify.com/track/0LtsuNRz3IMRrHCYO9fKRk,https://i.scdn.co/image/ff0b64fd5c76d46cf3a8f479d9959c4b68f3d949,1997-08-05,0.000387,0.576,238400,0.738,0.00131,11,0.13,-8.122,1,0.0353,168.132,4,0.675
John Michael Montgomery,Life's A Dance,0NyMrtH8mUuvtJjEpESn7J,59,https://open.spotify.com/track/0NyMrtH8mUuvtJjEpESn7J,https://i.scdn.co/image/d3108047daa5db004930f2697d469cc77f829b4d,1997,0.403,0.64,188840,0.533,0.0,5,0.176,-9.846,1,0.0264,135.224,4,0.652
Cheryl Freeman,The Gospel Truth I / Main Titles - Hercules,6uW03WHG3qv2FzxPIW6SUP,59,https://open.spotify.com/track/6uW03WHG3qv2FzxPIW6SUP,https://i.scdn.co/image/f61440c7d90fc013cb5c856fe4a46552c363ae18,1997-01-01,0.25,0.5,145640,0.565,0.000147,11,0.145,-10.528,1,0.145,158.072,4,0.466
Smash Mouth,Walkin' On The Sun,0EQknhinIfbJ12hwMGjOY5,65,https://open.spotify.com/track/0EQknhinIfbJ12hwMGjOY5,https://i.scdn.co/image/58c482920210997ee4985eb00a9e1486f365a102,1997-01-01,0.43,0.735,205961,0.974,0.0,6,0.145,-4.636,1,0.0318,123.29,4,0.967
The Offspring,Gone Away,5BnFZLH99sYav2cxJFGO2n,64,https://open.spotify.com/track/5BnFZLH99sYav2cxJFGO2n,https://i.scdn.co/image/cc28dbafc4e0e07760905881ac007d6a407b4872,1997-02-04,0.00898,0.442,268827,0.945,0.0132,3,0.0759,-3.987,1,0.0804,111.301,4,0.321
