artist_name,track_name,track_id,popularity,url,images,date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Save Ferris,Come on Eileen,4Z4xFENnvMnRDPpAx5wpaO,55,https://open.spotify.com/track/4Z4xFENnvMnRDPpAx5wpaO,https://i.scdn.co/image/61413d7d35d8108184900601d0ac889f2ca489fe,1997-08-25,0.0545,0.375,249133,0.894,0.0,2,0.593,-6.366,1,0.0974,115.366,4,0.324
McFadden & Whitehead,Ain't No Stoppin' Us Now,6EOdY7I7Xm1vPP1cyaGbWZ,58,https://open.spotify.com/track/6EOdY7I7Xm1vPP1cyaGbWZ,https://i.scdn.co/image/ccb4e806c6a9c689bd58d0aa137afdd3984a94ed,1997-01-01,0.127,0.747,220867,0.701,0.0,1,0.084,-7.7,1,0.0453,112.964,4,0.87
Midnight Oil,Beds Are Burning - Remastered,6Nabz5Gsy80XL0MJoOmgF8,64,https://open.spotify.com/track/6Nabz5Gsy80XL0MJoOmgF8,https://i.scdn.co/image/3d46ab5e2735cf21324e9d0e9c73e804464798c3,1997-10-13,0.00539,0.754,258173,0.496,0.000152,0,0.0871,-8.7,1,0.0351,119.186,4,0.341
Sarah McLachlan,Adia,0rl84FuazRHYmK72krdmA1,54,https://open.spotify.com/track/0rl84FuazRHYmK72krdmA1,https://i.scdn.co/image/89d9c22e066a804d68483c4a21e6ae4ff130652d,1997-08-29,0.722,0.526,244667,0.37,0.0,3,0.157,-10.535,1,0.025,76.002,4,0.251
Joe Hisaishi,Spirited Away - One Summer's Day,5LQqc2rfmxKJY1kuCDM2ml,50,https://open.spotify.com/track/5LQqc2rfmxKJY1kuCDM2ml,https://i.scdn.co/image/86a371c09ef431b75f07719f00b40cad9f035fbd,1997,0.951,0.318,290133,0.102,0.938,0,0.0732,-21.32,1,0.0379,144.759,3,0.0765
Master P,Make 'Em Say Ugh,0l3wp8iEtN8rgag9eTeorW,49,https://open.spotify.com/track/0l3wp8iEtN8rgag9eTeorW,https://i.scdn.co/image/acf3b91a1d850ff0d01c404c6170bcaa57fe399d,1997,0.0121,0.601,306467,0.73,0.0,6,0.229,-6.88,0,0.464,83.233,4,0.371
Boz Scaggs,Lowdown,20MxJN12WEqU5eWsuCrwM5,53,https://open.spotify.com/track/20MxJN12WEqU5eWsuCrwM5,https://i.scdn.co/image/f75ee96adad9474f121d986d564ec9ba01c40c95,1997,0.0869,0.691,316307,0.567,0.15,11,0.0276,-11.624,0,0.0515,116.705,4,0.942
Clint Black,Nothin' But The Taillights,0UvxyH7s9gsp8dVL53gQg1,50,https://open.spotify.com/track/0UvxyH7s9gsp8dVL53gQg1,https://i.scdn.co/image/2cda4f24ee17c52477665a509cd7beed688ae5c2,1997-04-09,0.223,0.56,233960,0.841,7.03e-05,7,0.365,-7.92,1,0.0432,154.852,4,0.756
Fleetwood Mac,"Landslide - Live at Warner Brothers Studios in Burbank, CA 5/23/97",06h9kk12VjJ2bqcBc6IScR,54,https://open.spotify.com/track/06h9kk12VjJ2bqcBc6IScR,https://i.scdn.co/image/990ac0870a56ed69b36ac27ac2fc8684d6c989d9,1997-08-19,0.834,0.399,268200,0.426,0.000241,10,0.686,-10.262,1,0.0446,145.179,4,0.433
Kenny G,How Could an Angel Break My Heart,4ViVDWlmKfGff25okNzGcC,61,https://open.spotify.com/track/4ViVDWlmKfGff25okNzGcC,https://i.scdn.co/image/e1b36171a4ff0d97c178313295dd812123ca993b,1997-11-08,0.273,0.297,261867,0.23,0.0,5,0.09,-16.015,1,0.0358,79.272,4,0.15
El As De La Sierra,EL Muchacho Alegre,6Cn322PUPLaTO1xMMzWdDU,51,https://open.spotify.com/track/6Cn322PUPLaTO1xMMzWdDU,https://i.scdn.co/image/25ac0b90cfc5aadca761cad30744b02c8dedbc5d,1997-01-01,0.486,0.63,175773,0.518,0.00106,5,0.127,-7.437,1,0.121,150.442,3,0.972
The Notorious B.I.G.,Kick In The Door - 2014 Remastered Version,0ed6evAMZvewGh4UI9KkVU,55,https://open.spotify.com/track/0ed6evAMZvewGh4UI9KkVU,https://i.scdn.co/image/c864597677050082db88d076070c6ad43189be03,1997-03-04,0.103,0.62,286187,0.854,0.0,6,0.402,-5.578,1,0.628,179.801,4,0.671
Mary J. Blige,Everything,3CbnA6S33amyRNmgmfi33H,52,https://open.spotify.com/track/3CbnA6S33amyRNmgmfi33H,https://i.scdn.co/image/c189c34a635bb6837b25568a06b032adf5e97a05,1997-01-01,0.137,0.586,299027,0.572,0.0,5,0.57,-7.523,0,0.0398,81.893,4,0.563
The Dwarf Chorus,Heigh-Ho,7sYaJXMEvq3q91jJNm8I7I,49,https://open.spotify.com/track/7sYaJXMEvq3q91jJNm8I7I,https://i.scdn.co/image/ffb3bf136dde51ef714ff1dde583339fc3bd5653,1997-01-01,0.784,0.516,166933,0.675,0.0448,0,0.205,-10.519,1,0.113,206.386,4,0.779
Laura Leon,Suavecito Suavecito,6Ysnd9T4uIhQesbWK672GF,58,https://open.spotify.com/track/6Ysnd9T4uIhQesbWK672GF,https://i.scdn.co/image/f5152d18fae768edc01dbcb20facf07d3e189ecc,1997,0.665,0.747,225720,0.479,0.0,0,0.0621,-11.398,1,0.0417,96.268,4,0.923
Sarah McLachlan,Building a Mystery,3ozomn4PrGEKEuusxX2HpC,52,https://open.spotify.com/track/3ozomn4PrGEKEuusxX2HpC,https://i.scdn.co/image/89d9c22e066a804d68483c4a21e6ae4ff130652d,1997-08-29,0.403,0.505,247307,0.518,0.0,2,0.129,-8.601,1,0.023,81.019,4,0.472
Creed,What's This Life For,01z3wyn02forxUQHEDAa0R,54,https://open.spotify.com/track/01z3wyn02forxUQHEDAa0R,https://i.scdn.co/image/691029c1f8c2d565c9fd04b8a6dabe8e376166ac,1997-01-01,0.00966,0.393,248227,0.78,1.37e-05,7,0.105,-4.771,1,0.0317,141.772,4,0.204
Deftones,Around the Fur,3Fwe3XoPOiyWUPYdBKMTqV,53,https://open.spotify.com/track/3Fwe3XoPOiyWUPYdBKMTqV,https://i.scdn.co/image/97245eb782fb09e0892d2d695613d947033682b8,1997-10-27,1.94e-05,0.449,211733,0.87,0.0411,5,0.0797,-4.241,0,0.112,79.952,4,0.229
Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez - Remix",42OhQBFNIbMyxRGxyPOvQA,52,https://open.spotify.com/track/42OhQBFNIbMyxRGxyPOvQA,https://i.scdn.co/image/64ee374a6a1042c4d36c21232c7820bb631ebec5,1997-06-30,0.0689,0.854,252520,0.602,0.0,6,0.292,-10.162,0,0.32,99.429,4,0.592
Sevendust,Black,5DoTRJlzMaGAMHPTDrfvfW,51,https://open.spotify.com/track/5DoTRJlzMaGAMHPTDrfvfW,https://i.scdn.co/image/e83430bb89740863f426ad9f8cb83e84a0c2fce3,1997,1.33e-05,0.565,248906,0.968,0.188,1,0.089,-5.165,1,0.0568,108.003,4,0.693
Master P,Pass Me Da Green,4U3JMDnjnUKggATEp7NryT,49,https://open.spotify.com/track/4U3JMDnjnUKggATEp7NryT,https://i.scdn.co/image/acf3b91a1d850ff0d01c404c6170bcaa57fe399d,1997,0.000506,0.645,185467,0.458,0.0,1,0.108,-8.064,1,0.176,145.963,4,0.207
Luis Miguel,Sabor A Mi,5kB8WUUla9s2w7yXD7h4CQ,48,https://open.spotify.com/track/5kB8WUUla9s2w7yXD7h4CQ,https://i.scdn.co/image/4f2a170da3b0807c458ea949af87100e0013ac3e,1997-08-12,0.645,0.663,185040,0.579,0.0,10,0.189,-6.982,1,0.0269,89.929,4,0.48
The Verve,The Drugs Don't Work,15kLz0zNFdtsaJdXKSGmTU,65,https://open.spotify.com/track/15kLz0zNFdtsaJdXKSGmTU,https://i.scdn.co/image/4d06c6bc5cf117cc3b2b837adb046f43a2b6a2e4,1997-09-29,0.176,0.445,304880,0.523,0.0,0,0.135,-8.647,1,0.0267,77.405,4,0.194
Antonio Aguilar,Gabino Barrera,5s7ROuCMno7aCwTidFTdjw,56,https://open.spotify.com/track/5s7ROuCMno7aCwTidFTdjw,https://i.scdn.co/image/ac56175d146b0864e4b4f14d9fc5459c25449755,1997-06-19,0.712,0.608,177389,0.468,0.0,5,0.1,-5.49,1,0.0308,93.432,4,0.894
Andrés Calamaro,Flaca,1p7m9H4H8s0Y7SgRm7j3ED,72,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED,https://i.scdn.co/image/006670c733869a59b7de2c5669f9935ac9eeb2e6,1997,0.21,0.739,277653,0.745,0.0135,7,0.127,-6.658,1,0.0267,109.326,4,0.949
Insane Clown Posse,Hokus Pokus,3ij7wTT8OOy8MhkT6AS5aS,50,https://open.spotify.com/track/3ij7wTT8OOy8MhkT6AS5aS,https://i.scdn.co/image/6df1f3e9aea3e36474f585f93961c3a98ec6f0a0,1997-01-01,0.0189,0.87,261132,0.844,6.79e-05,11,0.345,-5.111,0,0.155,92.167,4,0.849
Rome,I Belong To You (Every Time I See Your Face),1nP6feYWJVpbO41aezFtm2,48,https://open.spotify.com/track/1nP6feYWJVpbO41aezFtm2,https://i.scdn.co/image/e49a7c932ac8d37fb8beff9304cc46216465c804,1997,0.026,0.759,273267,0.337,0.0,0,0.0753,-11.034,0,0.035,117.845,4,0.335
Our Lady Peace,Clumsy,5IOUNrN8E37eLGdLNRr9aC,49,https://open.spotify.com/track/5IOUNrN8E37eLGdLNRr9aC,https://i.scdn.co/image/e426a481877a41b0142fe2ff713ee2cd3be42598,1997-04-15,0.00218,0.382,267633,0.831,8.83e-05,3,0.164,-7.104,1,0.0518,170.053,4,0.613
Wynonna,No One Else On Earth,52PGtJuGEFNVOnRdLac1Av,49,https://open.spotify.com/track/52PGtJuGEFNVOnRdLac1Av,https://i.scdn.co/image/55a996836222d723d9f8f292ac3cef88088dbe29,1997-04-08,0.188,0.775,255400,0.861,4.2e-06,0,0.199,-7.113,1,0.0295,98.649,4,0.964
The Offspring,All I Want,717oSBYrcR8awQgUsmyE32,59,https://open.spotify.com/track/717oSBYrcR8awQgUsmyE32,https://i.scdn.co/image/cc28dbafc4e0e07760905881ac007d6a407b4872,1997-02-04,0.00967,0.209,114667,0.974,0.0,6,0.396,-3.321,0,0.136,172.891,4,0.583
Gods Property,My Life Is In Your Hands,58b4jrSFpBMXdNFZFGPbrj,48,https://open.spotify.com/track/58b4jrSFpBMXdNFZFGPbrj,https://i.scdn.co/image/19ca315faefe5eb486731ae73893624e31da97e5,1997,0.464,0.568,335000,0.588,0.0,1,0.043,-8.191,1,0.035,102.899,4,0.418
Intocable,Eres Mi Droga,3t4BZRyfrZGgICZGyNewyi,55,https://open.spotify.com/track/3t4BZRyfrZGgICZGyNewyi,https://i.scdn.co/image/66af016f4bcfe553478ddc760d38281b9fc2e8bf,1997-01-01,0.228,0.636,207227,0.704,1.17e-06,7,0.068,-9.88,0,0.0849,188.184,4,0.964
Michael Jackson,Blood on the Dance Floor,11lw4bWbmxWIETHitBU0Gc,58,https://open.spotify.com/track/11lw4bWbmxWIETHitBU0Gc,https://i.scdn.co/image/c6e9b6c0b1a0a8f51ef31844d006f70b186ef181,1997-05-11,0.0135,0.807,253000,0.741,0.0316,1,0.06,-4.472,1,0.083,108.989,4,0.558
Brian Regan,Stupid In School,0DBSA80o5OUsKMosiIL4Bg,49,https://open.spotify.com/track/0DBSA80o5OUsKMosiIL4Bg,https://i.scdn.co/image/9b996e18fde6fd61feaa6515380585f5dca01f2d,1997-10-28,0.794,0.512,316560,0.518,0.0,6,0.681,-15.388,1,0.921,53.3,4,0.278
The Notorious B.I.G.,I Love The Dough (feat. Jay-Z & Angela Winbush),2Uvwc7D5rhphlzfBDnpYpU,54,https://open.spotify.com/track/2Uvwc7D5rhphlzfBDnpYpU,https://i.scdn.co/image/c864597677050082db88d076070c6ad43189be03,1997-03-04,0.178,0.774,311533,0.776,0.0,6,0.283,-5.331,1,0.304,99.071,4,0.654
Radiohead,Lucky,6n7GUf2h8D2Ad2wUy5s7nE,57,https://open.spotify.com/track/6n7GUf2h8D2Ad2wUy5s7nE,https://i.scdn.co/image/1b898f0b8e3ce499d0fc629a1918c144d982e475,1997-05-28,0.053,0.206,258813,0.4,0.638,11,0.111,-9.813,0,0.0324,133.442,4,0.196
Insane Clown Posse,The Neden Game,2TxkV7Lbj3x1hsEbvUi0Cr,49,https://open.spotify.com/track/2TxkV7Lbj3x1hsEbvUi0Cr,https://i.scdn.co/image/6df1f3e9aea3e36474f585f93961c3a98ec6f0a0,1997-01-01,0.0027,0.866,245342,0.706,2.87e-05,1,0.826,-6.717,1,0.255,151.921,4,0.697
Benny Goodman,Chicago,5TjO0GOOon3R6YOnRFPwzk,55,https://open.spotify.com/track/5TjO0GOOon3R6YOnRFPwzk,https://i.scdn.co/image/f0822fd828ff483b95f02296dd2b218dcb09525e,1997-01-01,0.943,0.59,177865,0.285,0.729,8,0.106,-11.216,1,0.05,160.571,3,0.778
Cheryl Freeman,A Star Is Born,64Eug7tFE4KWJNQUE73BGe,50,https://open.spotify.com/track/64Eug7tFE4KWJNQUE73BGe,https://i.scdn.co/image/f61440c7d90fc013cb5c856fe4a46552c363ae18,1997-01-01,0.382,0.681,124200,0.833,5.59e-06,0,0.391,-6.248,1,0.0847,117.54,4,0.725
George Strait,One Night At A Time,0MPKiPO83oR1XoLWLMb7bD,49,https://open.spotify.com/track/0MPKiPO83oR1XoLWLMb7bD,https://i.scdn.co/image/36d3a6e713e116cdfd9b5ee36a22afa16146a8dd,1997-01-01,0.462,0.698,230933,0.468,0.00147,4,0.0677,-11.757,1,0.0257,112.992,4,0.541
Nick Cave & The Bad Seeds,Into My Arms - 2011 Remastered Version,407ltk0BtcZI8kgu0HH4Yj,64,https://open.spotify.com/track/407ltk0BtcZI8kgu0HH4Yj,https://i.scdn.co/image/4d4927e70a9fe0eadd96084947169ed213b74e96,1997,0.894,0.484,256120,0.0874,0.154,0,0.11,-17.796,1,0.0394,94.163,4,0.219
Green Day,Nice Guys Finish Last,0EonrvTzzNScmk7QT4L3dw,55,https://open.spotify.com/track/0EonrvTzzNScmk7QT4L3dw,https://i.scdn.co/image/851015118292bbee6e0da67750df9782b3f1ec4b,1997-10-14,3.27e-05,0.494,168867,0.993,0.0241,1,0.173,-2.919,0,0.0705,93.972,4,0.777
Suga Free,Why U Bullshittin'?,3zb1zBmkrPF6VW8RhlSYA1,48,https://open.spotify.com/track/3zb1zBmkrPF6VW8RhlSYA1,https://i.scdn.co/image/c487006cf68b6d69840c45aff34fe8cdb704f076,1997-01-01,0.0201,0.839,265000,0.706,1.43e-06,6,0.339,-4.403,0,0.245,95.047,4,0.714
Michael Bolton,Go the Distance,3hS5RCp5EE1wUiiE7f8dM1,58,https://open.spotify.com/track/3hS5RCp5EE1wUiiE7f8dM1,https://i.scdn.co/image/b0d54516b7cbeb8d917edf6d7e3c137ff928152a,1997-11-04,0.399,0.363,280640,0.435,0.0,2,0.219,-8.141,1,0.0307,125.892,4,0.148
Boyz II Men,Doin' Just Fine,6BNQ2tb2wzsQ9xeDYP3L2s,48,https://open.spotify.com/track/6BNQ2tb2wzsQ9xeDYP3L2s,https://i.scdn.co/image/08f2d817d52985469c18b7b7565c1b28ae18526d,1997-03-23,0.472,0.633,332200,0.424,0.0,6,0.114,-5.965,1,0.0346,113.911,4,0.257
blink-182,Josie,6jAbHOQO1qr61CnJW0bq9f,49,https://open.spotify.com/track/6jAbHOQO1qr61CnJW0bq9f,https://i.scdn.co/image/e91731beb09a0c7ff0f6269bbb6baf94d0609fdc,1997,5.84e-05,0.411,199827,0.977,0.000341,11,0.124,-5.088,1,0.106,100.212,4,0.63
Trisha Yearwood,How Do I Live - Songbook Version,5xM53GMJzt0g16Ke9islN4,49,https://open.spotify.com/track/5xM53GMJzt0g16Ke9islN4,https://i.scdn.co/image/7f2f74aa0d1b5aff6e252d597c8edcb7bccad3b9,1997-01-01,0.601,0.56,243227,0.424,2.54e-06,2,0.106,-8.615,1,0.0274,125.882,4,0.153
Simon & Garfunkel,Blues Run The Game,1iLfJK5MYfn6SWuPOZa539,53,https://open.spotify.com/track/1iLfJK5MYfn6SWuPOZa539,https://i.scdn.co/image/385c09123f41f5fc0541539b09f57bb3e84097ce,1997,0.904,0.516,171293,0.118,1.12e-06,11,0.109,-19.164,1,0.0331,91.693,4,0.398
Billy Ocean,Caribbean Queen (No More Love On the Run),0ObLFkX9bnGBZMFVeLFRN4,56,https://open.spotify.com/track/0ObLFkX9bnGBZMFVeLFRN4,https://i.scdn.co/image/1f0e715e6329f352852f431ddda9f5b754d1879a,1997,0.295,0.82,246293,0.596,8.54e-06,2,0.0635,-8.384,0,0.0275,113.799,4,0.961
Everclear,Everything To Everyone,6BdD561PmmMhpUYI7Qhaut,50,https://open.spotify.com/track/6BdD561PmmMhpUYI7Qhaut,https://i.scdn.co/image/392bcfdff116abf0dab2a757b3a84afdba3901b1,1997-10-07,0.0919,0.646,200267,0.945,1.53e-05,0,0.0599,-5.689,1,0.0473,100.027,4,0.796
Joe,The Love Scene,2hQEm32MiAw2YVlR05tuL4,50,https://open.spotify.com/track/2hQEm32MiAw2YVlR05tuL4,https://i.scdn.co/image/e2693e46f5c15ca88edf0092196c231852364efa,1997-09-23,0.139,0.71,300507,0.458,0.000189,3,0.0786,-6.839,0,0.0333,122.0,4,0.491
2 LIVE CREW,Hoochie Mama,0ioFIQXbTUaliQpsJyX4zN,49,https://open.spotify.com/track/0ioFIQXbTUaliQpsJyX4zN,https://i.scdn.co/image/a7ddad1c9089ef0bbce4c633dbcc35672d680131,1997-10-28,0.00107,0.895,180573,0.9,0.000661,7,0.239,-8.905,1,0.195,131.671,4,0.896
Steel Pulse,Handsworth Revolution,5nr9S1hI8LHEh6jCkgtxLi,57,https://open.spotify.com/track/5nr9S1hI8LHEh6jCkgtxLi,https://i.scdn.co/image/ca5866f04aaaa66785568d0e6d81800af3d4dd36,1997-01-01,0.102,0.931,323227,0.398,0.000204,10,0.0754,-14.748,1,0.0967,118.494,4,0.709
Danny DeVito,One Last Hope,0Z06gAgsGv5hsLzvC06XMP,49,https://open.spotify.com/track/0Z06gAgsGv5hsLzvC06XMP,https://i.scdn.co/image/f61440c7d90fc013cb5c856fe4a46552c363ae18,1997-01-01,0.643,0.651,180733,0.442,0.0,0,0.369,-12.903,1,0.178,99.656,4,0.658
The Notorious B.I.G.,#!*@ You Tonight (feat. R. Kelly) - 2014 Remastered Version,1ry9AyQVzzK2iDt6vMY2ku,52,https://open.spotify.com/track/1ry9AyQVzzK2iDt6vMY2ku,https://i.scdn.co/image/c864597677050082db88d076070c6ad43189be03,1997-03-04,0.18,0.578,345467,0.57,0.0,5,0.0632,-4.982,0,0.242,177.772,4,0.716
Depeche Mode,It's No Good - 2007 Remastered Version,04ARYAWkGZZhDbHqgvnYGf,53,https://open.spotify.com/track/04ARYAWkGZZhDbHqgvnYGf,https://i.scdn.co/image/ff5a0ebc7ccf5eeb753105a982cdcbc30bb256e6,1997-04-14,0.00866,0.601,358520,0.756,0.0413,10,0.0821,-6.48,0,0.0348,99.096,4,0.185
The Gap Band,Burn Rubber On Me (Why You Wanna Hurt Me),32YzjV133gteg9LMBGO2OA,56,https://open.spotify.com/track/32YzjV133gteg9LMBGO2OA,https://i.scdn.co/image/5171a9ecbb74eb51c822fabe08638b069cef026d,1997-01-01,0.137,0.762,252307,0.726,0.00126,11,0.236,-10.705,0,0.0565,116.209,4,0.864
Jim Reeves,He'll Have to Go,7DH5dXVuQaqcKf9oTy9oUN,56,https://open.spotify.com/track/7DH5dXVuQaqcKf9oTy9oUN,https://i.scdn.co/image/601c8def77064d103ec8bdf688d2a4e1aef5b466,1997-02-14,0.909,0.554,138640,0.186,0.00144,1,0.11,-15.846,1,0.0379,81.181,3,0.2
Yvonne Elliman,If I Can't Have You,0QjPiq9Wka9I1b4uzWETYI,51,https://open.spotify.com/track/0QjPiq9Wka9I1b4uzWETYI,https://i.scdn.co/image/d509d16454059b84825ced1bc7319c7e86a88ef5,1997-01-01,0.109,0.618,180160,0.68,0.0,8,0.322,-10.679,0,0.0395,109.487,4,0.875
Los Cafres,Tus Ojos,6yyrsrci6u2nreFlhXSy3J,68,https://open.spotify.com/track/6yyrsrci6u2nreFlhXSy3J,https://i.scdn.co/image/eaf06dab29ed859e7a34c0af252ecd3e6e6a7a36,1997-09-01,0.0234,0.853,254865,0.48,0.000618,8,0.0323,-9.052,1,0.0512,92.157,4,0.815
Neal McCoy,The Shake,2KZXnN63ae6G6Cai2NhPkG,49,https://open.spotify.com/track/2KZXnN63ae6G6Cai2NhPkG,https://i.scdn.co/image/8fd728b7cfd708afb7ea09b9a4fbb9d296b92d24,1997-10-17,0.0755,0.677,213333,0.892,6.6e-06,9,0.202,-5.709,1,0.0527,145.921,4,0.898
Control Machete,"Comprendes, Mendes?",1yshNtExWJOfvjfvUqGcnu,60,https://open.spotify.com/track/1yshNtExWJOfvjfvUqGcnu,https://i.scdn.co/image/5a31c65611027e3ca79dc63b615954f6dce0afb6,1997,0.000515,0.84,215267,0.714,0.0479,9,0.408,-7.031,1,0.212,93.998,4,0.34
Old & In The Way,Wild Horses,4xMmjrefx4NlEOHfGu3EQf,49,https://open.spotify.com/track/4xMmjrefx4NlEOHfGu3EQf,https://i.scdn.co/image/98b99df87b8e0e62ffd8de82bc170877dddc0772,1997-11-18,0.646,0.45,278533,0.313,0.24,9,0.441,-15.786,1,0.0309,100.299,4,0.547
Creed,One,35GwlKlVXgFCMF5uTp5r7P,54,https://open.spotify.com/track/35GwlKlVXgFCMF5uTp5r7P,https://i.scdn.co/image/691029c1f8c2d565c9fd04b8a6dabe8e376166ac,1997-01-01,2.14e-05,0.557,302533,0.933,8.66e-06,6,0.117,-3.7,0,0.035,110.946,4,0.435
Modest Mouse,Trailer Trash,0WkhmPY4bLSi1Lvtw72jiO,48,https://open.spotify.com/track/0WkhmPY4bLSi1Lvtw72jiO,https://i.scdn.co/image/562fcf53d565e20b6d55b99675f473d681539f9a,1997-11-18,0.0764,0.491,349600,0.628,0.00522,7,0.0618,-4.579,1,0.0347,163.619,4,0.714
Eric Carmen,Make Me Lose Control,31HhcRSNcS8Rgv9ldIfh66,53,https://open.spotify.com/track/31HhcRSNcS8Rgv9ldIfh66,https://i.scdn.co/image/1a314029fcbbafa75db8ae697e294cfed1b59836,1997,0.0728,0.724,285947,0.619,0.0,4,0.205,-9.074,1,0.0242,109.029,4,0.746
Deftones,Headup,4dfvPFbLEa6JzZV4dZTWt7,52,https://open.spotify.com/track/4dfvPFbLEa6JzZV4dZTWt7,https://i.scdn.co/image/97245eb782fb09e0892d2d695613d947033682b8,1997-10-27,0.000503,0.263,372973,0.925,0.631,3,0.17,-5.299,1,0.118,105.253,4,0.0722
Caballo Dorado,Payaso de rodeo,0EVcfyLGhkvm2RMXMWI456,54,https://open.spotify.com/track/0EVcfyLGhkvm2RMXMWI456,https://i.scdn.co/image/5ac23d36fedde97bcfdee59a3b504e8abc9197fe,1997-06-03,0.0319,0.682,254667,0.844,0.00162,9,0.0536,-9.452,1,0.036,115.883,4,0.891
Buena Vista Social Club,Dos Gardenias,3Fn6K2roSmzhKzp5BBJKJl,61,https://open.spotify.com/track/3Fn6K2roSmzhKzp5BBJKJl,https://i.scdn.co/image/74d2e01ef5fa0a919ee80c7995dd4496bb190009,1997-09-16,0.821,0.556,183903,0.175,0.000108,4,0.12,-18.346,0,0.0404,92.067,4,0.501
Paul Desmond,A Taste of Honey - Live,6PdC87pNlAOBZFRVhk2c3Q,53,https://open.spotify.com/track/6PdC87pNlAOBZFRVhk2c3Q,https://i.scdn.co/image/ce79cda946ea5270ae93e35749f508a091ce2ac4,1997-08-26,0.918,0.492,271000,0.151,0.00352,5,0.11,-18.015,0,0.0421,124.919,3,0.214
Buena Vista Social Club,El Cuarto De Tula,0NkBKaWhqR1KN67bUPlvYp,61,https://open.spotify.com/track/0NkBKaWhqR1KN67bUPlvYp,https://i.scdn.co/image/74d2e01ef5fa0a919ee80c7995dd4496bb190009,1997-09-16,0.637,0.523,445458,0.697,0.000107,9,0.263,-12.51,1,0.0454,104.299,4,0.874
Suga Free,I'd Rather Give You My Bitch,60N6CmRQz4f5AYECxxgK3l,47,https://open.spotify.com/track/60N6CmRQz4f5AYECxxgK3l,https://i.scdn.co/image/c487006cf68b6d69840c45aff34fe8cdb704f076,1997-01-01,0.0913,0.938,304333,0.722,0.0,11,0.047,-5.715,0,0.165,114.007,4,0.745
Shania Twain,Don't Be Stupid (You Know I Love You),2cngJ0gAhCZOpamv9mEyby,54,https://open.spotify.com/track/2cngJ0gAhCZOpamv9mEyby,https://i.scdn.co/image/6ee9a4af2ea498f043eb7c3d6aaa38ead8138265,1997,0.39,0.736,213693,0.721,0.0,2,0.653,-4.748,1,0.0319,122.002,4,0.921
Incubus,Summer Romance (Anti-Gravity Love Song),3uNHNBnlfBtrOZ9NZx5b4V,52,https://open.spotify.com/track/3uNHNBnlfBtrOZ9NZx5b4V,https://i.scdn.co/image/651c7d7305f403cd295a7edde1815c151a7038df,1997,0.00915,0.667,265733,0.721,0.0137,7,0.105,-7.17,1,0.0329,110.094,4,0.567
3X Krazy,Keep It On The Real,53bbj9n9ZC9zHfgFFGPgvg,50,https://open.spotify.com/track/53bbj9n9ZC9zHfgFFGPgvg,https://i.scdn.co/image/7978381858ad98a184e6ec6a1c187b240e64c4e1,1997-01-01,0.0147,0.72,358467,0.68,0.0,10,0.211,-4.162,0,0.0826,95.184,4,0.489
Julie Andrews,"Feed The Birds (Tuppence A Bag) - From ""Mary Poppins""/Soundtrack Version",4P73qgh9VA1S9Hct6VhLI4,49,https://open.spotify.com/track/4P73qgh9VA1S9Hct6VhLI4,https://i.scdn.co/image/fa4fdf46242719cd39a9b9e8c6d688062f66b565,1997-01-01,0.8,0.275,231040,0.0719,6.77e-06,6,0.0761,-23.473,1,0.0379,88.366,3,0.148
Alejandro Sanz,Amiga mía,6kQYMqjobmB8MkWwa9OUyA,65,https://open.spotify.com/track/6kQYMqjobmB8MkWwa9OUyA,https://i.scdn.co/image/a5d781dd16ab9182d016d6826a8aed314e92cc1c,1997-08-28,0.519,0.629,290973,0.703,0.0,2,0.11,-4.875,1,0.0504,144.016,4,0.402
Jagged Edge,Let's Get Married - ReMarqable Remix,6XqpWbRo12wfc1kCmSdJNI,51,https://open.spotify.com/track/6XqpWbRo12wfc1kCmSdJNI,https://i.scdn.co/image/412043dba4c6ad5cd79a5433282e9fb8d71ec936,1997,0.00997,0.854,248360,0.726,0.0,1,0.104,-6.019,1,0.0604,109.913,4,0.8
Joe,No One Else Comes Close,3hYctzBStAGPRvahcZmJJF,56,https://open.spotify.com/track/3hYctzBStAGPRvahcZmJJF,https://i.scdn.co/image/e2693e46f5c15ca88edf0092196c231852364efa,1997-09-23,0.534,0.608,231067,0.531,7.17e-06,0,0.183,-9.549,1,0.028,110.092,4,0.328
Jon B.,I Do (Whatcha Say Boo),0RSmjrtq0oyWot7RpOLedv,47,https://open.spotify.com/track/0RSmjrtq0oyWot7RpOLedv,https://i.scdn.co/image/eb2c05c31755edbac0fff65f2ec74b447566a684,1997-04-21,0.0895,0.652,286293,0.471,0.0,2,0.202,-5.102,0,0.0329,77.535,3,0.475
Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",7yyTZAgwQUy1a5kDjQJJNN,56,https://open.spotify.com/track/7yyTZAgwQUy1a5kDjQJJNN,https://i.scdn.co/image/34adca539aec1cf8a4c5bd762ba2665d6dfce6a4,1997-01-01,0.745,0.378,291693,0.174,0.0,0,0.373,-17.9,1,0.108,74.634,4,0.404
