artist_name,track_name,track_id,popularity,url,images,date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Vicente Fernández,Bohemio De Aficion,2UCxVajVSBmExOoUamjtMd,56,https://open.spotify.com/track/2UCxVajVSBmExOoUamjtMd,https://i.scdn.co/image/e69bf8497922c275f54dbc7f79b44ab4669889b4,1998-05-26,0.698,0.576,206533,0.405,4.13e-05,4,0.144,-5.838,1,0.0491,145.388,3,0.572
Los Temerarios,Yo Quiero Ser Féliz,1heDFzfCsTrEoJsahfKnYz,51,https://open.spotify.com/track/1heDFzfCsTrEoJsahfKnYz,https://i.scdn.co/image/e1244bb27d9596d612a6f654731d790d1a7633ee,1998-06-01,0.465,0.751,229800,0.459,0.00166,4,0.0758,-9.824,0,0.0401,152.396,4,0.917
Shakira,Ojos Así,4EDfdYJ7mqXRoWAqzF1PVO,61,https://open.spotify.com/track/4EDfdYJ7mqXRoWAqzF1PVO,https://i.scdn.co/image/c1c19e804928746d417d38b9536fe6496d9cf790,1998-09-29,0.15,0.717,235733,0.952,0.0,6,0.166,-4.902,1,0.0481,126.993,4,0.665
Dusty Springfield,Spooky,1683Q5FUEQ4fIG2f87MAW4,56,https://open.spotify.com/track/1683Q5FUEQ4fIG2f87MAW4,https://i.scdn.co/image/5afc5e6071775999e253c692b49bf89018c81425,1998,0.518,0.683,155133,0.708,2.08e-05,4,0.175,-6.852,0,0.0289,106.446,4,0.969
Duncan Dhu,En algún lugar,3UIENhLRdFIOuRan92cAQu,67,https://open.spotify.com/track/3UIENhLRdFIOuRan92cAQu,https://i.scdn.co/image/039923bc9c00c934f6f6673bd9514e1feda22aba,1998,0.176,0.527,235627,0.859,0.0866,7,0.157,-6.685,1,0.0687,74.214,4,0.443
Godsmack,Moon Baby,7fujLGyPh3b45OwjFhlQ8Q,50,https://open.spotify.com/track/7fujLGyPh3b45OwjFhlQ8Q,https://i.scdn.co/image/b72b0daa66dd854afc588e7f1d38d2c9b54d320a,1998-01-01,7.52e-05,0.262,263133,0.905,0.00117,6,0.804,-6.829,0,0.128,162.165,4,0.41
Monster Magnet,Space Lord,3twKuUTPH239GCSPdRfmgY,49,https://open.spotify.com/track/3twKuUTPH239GCSPdRfmgY,https://i.scdn.co/image/fb6eede558e102ad0539ef47b9bb2354109cbcba,1998-01-01,0.000174,0.631,355973,0.738,0.766,10,0.125,-7.068,1,0.0377,95.814,4,0.378
Cake,Sheep Go To Heaven,4G8Eu3EDQZYhHPfJMFCv8V,50,https://open.spotify.com/track/4G8Eu3EDQZYhHPfJMFCv8V,https://i.scdn.co/image/8f26e96ab50e613f6574334e043fc0ad59f6228f,1998,0.0178,0.638,228093,0.677,1.17e-05,4,0.117,-8.867,0,0.04,102.591,4,0.787
Vanessa Williams,Save The Best For Last,4SNJqELEbMqGWydQQMycco,66,https://open.spotify.com/track/4SNJqELEbMqGWydQQMycco,https://i.scdn.co/image/43d20baa13c9009e2491456103311edec1b286fe,1998-01-01,0.618,0.53,219240,0.333,0.0,3,0.159,-11.389,1,0.0261,95.912,4,0.184
Neutral Milk Hotel,Communist Daughter,72iYfBDEF6dNVeekA8ppyB,51,https://open.spotify.com/track/72iYfBDEF6dNVeekA8ppyB,https://i.scdn.co/image/e614108e0a6e7393372afc56e6ef9753296b926b,1998-02-20,0.285,0.192,117307,0.377,0.813,7,0.173,-9.157,1,0.0352,84.772,4,0.0976
Tyrese,Lately,0XmTCQWHgf6dOXJeLjXrzr,49,https://open.spotify.com/track/0XmTCQWHgf6dOXJeLjXrzr,https://i.scdn.co/image/3c8a6a210debfb4da676317ae22104699c29870b,1998-08-31,0.0761,0.541,266533,0.701,0.0,7,0.0763,-7.287,0,0.102,80.057,4,0.334
Mark Wills,Don't Laugh At Me,2nWKk3ACZN7exdamcHvGMU,48,https://open.spotify.com/track/2nWKk3ACZN7exdamcHvGMU,https://i.scdn.co/image/531de1f131de2bb436b9aaff08b908e999716dea,1998-01-01,0.389,0.399,217800,0.357,0.0,5,0.159,-10.86,1,0.028,178.088,4,0.267
Ofra Haza,Deliver Us - The Prince Of Egypt/Soundtrack Version,2q3X0uc2XpGruqitKOm3xa,51,https://open.spotify.com/track/2q3X0uc2XpGruqitKOm3xa,https://i.scdn.co/image/80e8568cb4f19e1342365ed8d89463704b12453b,1998-01-01,0.723,0.236,437667,0.205,0.00491,4,0.152,-16.447,0,0.0456,74.279,4,0.111
Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Video Edit,7lMIJ4EFWRVoAIPDpeGyM3,58,https://open.spotify.com/track/7lMIJ4EFWRVoAIPDpeGyM3,https://i.scdn.co/image/33034db3702a3af50888227a0b4014e2fe5cbc99,1998-11-11,0.227,0.829,219618,0.965,0.000131,7,0.466,-11.498,0,0.0597,127.999,4,0.729
Brian Stokes Mitchell,Through Heaven's Eyes - The Prince Of Egypt/Soundtrack Version,2HeLqRgQRttQE16abLHfR5,50,https://open.spotify.com/track/2HeLqRgQRttQE16abLHfR5,https://i.scdn.co/image/80e8568cb4f19e1342365ed8d89463704b12453b,1998-01-01,0.708,0.38,223333,0.438,6.05e-06,9,0.593,-15.046,1,0.0876,120.107,4,0.521
moe.,Nebraska,3g6Iv6AJddkj641ufya8h4,48,https://open.spotify.com/track/3g6Iv6AJddkj641ufya8h4,https://i.scdn.co/image/adb86888392dbd46a8aed6f27d210eb992ec5c3c,1998-09-08,0.566,0.645,229667,0.623,0.0,2,0.204,-7.836,1,0.0359,95.968,4,0.624
Ugly Kid Joe,Everything About You,1O2ACd0zg4GYgQRhLBGYDV,50,https://open.spotify.com/track/1O2ACd0zg4GYgQRhLBGYDV,https://i.scdn.co/image/2dcaadb19980d6742b3152b76cb022de13605d87,1998-01-01,0.00878,0.494,255160,0.817,2.26e-06,1,0.0958,-8.409,1,0.0516,122.671,4,0.755
"Earth, Wind & Fire",That's the Way of the World,2R4zFg4zs7IedThPY3CyAI,52,https://open.spotify.com/track/2R4zFg4zs7IedThPY3CyAI,https://i.scdn.co/image/3495cef5e2b4d35bcd91d954ff9d3985468c7bf0,1998-11-03,0.613,0.576,343360,0.583,0.0249,6,0.582,-9.99,1,0.0483,82.03,4,0.747
Grupo Cañaveral De Humberto Pabón,No Te Voy A Perdonar,4LDJhbXkL9ckWAOBlBQJKG,57,https://open.spotify.com/track/4LDJhbXkL9ckWAOBlBQJKG,https://i.scdn.co/image/b30ab24efece10aa63a557adee7ec1785787a733,1998-01-01,0.303,0.826,232757,0.658,3.09e-05,7,0.16,-7.962,1,0.0423,84.771,4,0.531
Boards of Canada,Roygbiv,2XQSgmtEY2titXhfY414dy,55,https://open.spotify.com/track/2XQSgmtEY2titXhfY414dy,https://i.scdn.co/image/663bef163227a9ad1de02008b761d874bee7cc44,1998-04-20,0.0201,0.631,151520,0.521,0.923,4,0.103,-10.312,0,0.063,84.033,4,0.118
Lynyrd Skynyrd,Sweet Home Alabama,7r45JFRfUkMjj5PHdAmRYk,51,https://open.spotify.com/track/7r45JFRfUkMjj5PHdAmRYk,https://i.scdn.co/image/12deec11cb37e8d24f39c4d4100c39c427aec65e,1998,0.247,0.612,283733,0.628,0.000194,7,0.0907,-10.385,1,0.0257,97.903,4,0.927
A Tribe Called Quest,Scenario - Remix,4oh0d3stA4IVladYDptfyL,52,https://open.spotify.com/track/4oh0d3stA4IVladYDptfyL,https://i.scdn.co/image/f21ac4f28cca4b436a5336e5dfc417e1eabd6eeb,1998-09-29,0.0289,0.853,317760,0.6,0.0,10,0.0688,-6.466,0,0.306,102.0,4,0.624
2Pac,Life Goes On,6VXAy172dRoR4S0tn8HhdZ,48,https://open.spotify.com/track/6VXAy172dRoR4S0tn8HhdZ,https://i.scdn.co/image/43c582cd325743447b21a1ee0946e01daf9ec4a8,1998-01-01,0.301,0.756,301600,0.838,0.0,7,0.279,-4.251,1,0.276,79.395,4,0.482
The Goo Goo Dolls,Acoustic #3,1RC9slv335IfLce5vt9KTW,52,https://open.spotify.com/track/1RC9slv335IfLce5vt9KTW,https://i.scdn.co/image/5ca94802a380fb4045ead85c8f366ef828c24e28,1998-09-11,0.37,0.554,116573,0.38,1.99e-05,7,0.175,-11.617,1,0.0291,125.753,4,0.714
Depeche Mode,"Strangelove - 7"" Version",6MHOg9xiYC2gj8zcASaLUo,52,https://open.spotify.com/track/6MHOg9xiYC2gj8zcASaLUo,https://i.scdn.co/image/4abd74cb1b127dbc7d4cab34afe66cdebe107a4a,1998-09-23,0.0441,0.565,227413,0.96,0.00183,4,0.352,-3.503,0,0.0354,118.999,4,0.888
Air,Sexy Boy,7Fx3o9QtK1vtpkEWkM6OJu,47,https://open.spotify.com/track/7Fx3o9QtK1vtpkEWkM6OJu,https://i.scdn.co/image/4591bdd5598bbcce53cfb9afd2acec3702a22f7b,1998-01-14,0.00111,0.435,298467,0.651,0.609,0,0.111,-6.152,1,0.0288,111.896,4,0.206
Ralph Fiennes,The Plagues - The Prince Of Egypt/Soundtrack Version,3buDoGEwFbwS8ozgA5o3lA,50,https://open.spotify.com/track/3buDoGEwFbwS8ozgA5o3lA,https://i.scdn.co/image/80e8568cb4f19e1342365ed8d89463704b12453b,1998-01-01,0.748,0.509,160427,0.409,0.0,0,0.0934,-14.004,0,0.0465,115.621,4,0.263
Christina Aguilera,"Reflection - From ""Mulan"" / Pop Version",1haQRuZnoggW6U6l5jFIj9,48,https://open.spotify.com/track/1haQRuZnoggW6U6l5jFIj9,https://i.scdn.co/image/a1e11b659a05c8d42ea00f1ac92218e4c6bf8268,1998-01-01,0.284,0.506,216333,0.232,0.0,8,0.101,-18.456,1,0.0291,95.776,4,0.19
The Bobby Fuller Four,I Fought The Law,6Um3XCAxl9YfFmAnGl93xc,55,https://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc,https://i.scdn.co/image/cea8b19d72db33ab21b064cdd3a49282f889b28c,1998,0.105,0.593,138360,0.804,2.22e-06,7,0.047,-5.497,1,0.0319,148.959,4,0.962
Duran Duran,Hungry Like the Wolf,2qeESyQyH7MRHCBotCQsNq,53,https://open.spotify.com/track/2qeESyQyH7MRHCBotCQsNq,https://i.scdn.co/image/6ef8c1272b01c17767a1506db10419b58e5035f2,1998-11-09,0.0252,0.664,209547,0.888,0.0,7,0.216,-5.161,1,0.067,127.369,4,0.605
2Pac,Hail Mary - Album Version (Edited),1GNssEfSNI7KJAzyZTyV36,48,https://open.spotify.com/track/1GNssEfSNI7KJAzyZTyV36,https://i.scdn.co/image/0919b61187d59381457819c2e5d0b896f795be5c,1998-01-01,0.21,0.798,313560,0.639,6.97e-06,10,0.337,-6.731,0,0.228,82.093,4,0.387
The Offspring,Staring At The Sun,0D2A4Rid7gnlcwlspLTkx0,58,https://open.spotify.com/track/0D2A4Rid7gnlcwlspLTkx0,https://i.scdn.co/image/c77a1f3a2de72c2a8fde481a016376ca8ef81b33,1998-11-16,0.284,0.376,133587,0.95,0.0,0,0.143,-3.941,1,0.166,175.453,4,0.808
Shakira,Si Te Vas,7Apo6o7oxgFyXaSmdx6NHN,62,https://open.spotify.com/track/7Apo6o7oxgFyXaSmdx6NHN,https://i.scdn.co/image/c1c19e804928746d417d38b9536fe6496d9cf790,1998-09-29,0.0431,0.677,210267,0.897,0.0,2,0.264,-5.458,1,0.0393,107.78,4,0.828
Guardianes Del Amor,Dame un Beso y Dime Adiós,1ysGXIszdrfCtyALss67QP,50,https://open.spotify.com/track/1ysGXIszdrfCtyALss67QP,https://i.scdn.co/image/f6b75e33730359aa0e36eb98e6d2eccb1bc55476,1998-07-07,0.13,0.596,218200,0.603,0.0,10,0.159,-7.991,1,0.0307,75.97,4,0.709
Grupo Libra,Del Signo Libra,5RnZknZoGr4x2DvleXqbNQ,50,https://open.spotify.com/track/5RnZknZoGr4x2DvleXqbNQ,https://i.scdn.co/image/4066cc380a30a74a30394aba24bd6da77c10d96b,1998-03-16,0.439,0.712,206425,0.582,0.0,11,0.204,-4.842,1,0.0297,122.988,4,0.707
Stevie Nicks,Crystal,6wZaKZs7XsMzAOu9yp8dUN,50,https://open.spotify.com/track/6wZaKZs7XsMzAOu9yp8dUN,https://i.scdn.co/image/619385ccd7153bddd2624ff9b5b55572b7def121,1998-10-06,0.165,0.321,357107,0.383,0.000698,4,0.245,-8.72,0,0.0323,125.053,3,0.189
The Beta Band,Dry the Rain,7ItpUlCUwTRyiXZ0YclPQ7,53,https://open.spotify.com/track/7ItpUlCUwTRyiXZ0YclPQ7,https://i.scdn.co/image/34563526bba5c29acc5c20311998ddd92116a5c2,1998-09-28,0.0931,0.593,366827,0.626,0.166,4,0.218,-11.287,1,0.0317,150.483,4,0.753
George Davidson,Castle On A Cloud,59op22ddhuBDRjmYm4uSb1,56,https://open.spotify.com/track/59op22ddhuBDRjmYm4uSb1,https://i.scdn.co/image/fdba35ff40b6542a0cd29ff76f29714be9bd1a85,1998,0.989,0.376,144067,0.109,0.884,9,0.0388,-19.02,0,0.0375,69.673,1,0.222
Dave Matthews Band,Stay (Wasting Time),2prt7Yn1NheVqcNcpoplSp,47,https://open.spotify.com/track/2prt7Yn1NheVqcNcpoplSp,https://i.scdn.co/image/44099253cda854361367550133ad1dfff5d507cf,1998-04-28,0.0993,0.538,335110,0.93,3.13e-06,8,0.122,-5.241,1,0.0824,108.573,4,0.615
Korn,It's On!,0e06Zwd1027jFtmrRbXAjl,53,https://open.spotify.com/track/0e06Zwd1027jFtmrRbXAjl,https://i.scdn.co/image/3c25d617cb43f2f42acfe6b183902111168fdc23,1998,0.00074,0.447,269573,0.795,0.0237,11,0.0992,-6.855,0,0.109,90.975,4,0.229
Rage Against The Machine,No Shelter,5MzhfnyleWwDozKzGQHBdN,47,https://open.spotify.com/track/5MzhfnyleWwDozKzGQHBdN,https://i.scdn.co/image/a11175409876b085eba902d210ebe5c7e0feef0a,1998-05-19,0.0108,0.598,243760,0.837,0.000228,7,0.136,-8.852,1,0.0782,99.42,4,0.467
DMX,Slippin',740gNyGWKk98gy8nJLhHrv,49,https://open.spotify.com/track/740gNyGWKk98gy8nJLhHrv,https://i.scdn.co/image/ac017991f1218565c51752c88aff2b94b120db10,1998,0.0476,0.519,305467,0.574,0.0,1,0.957,-8.058,1,0.449,177.916,4,0.543
Jarabe De Palo,Agua,5omgFpiMt1CGHjQGfkwzvz,66,https://open.spotify.com/track/5omgFpiMt1CGHjQGfkwzvz,https://i.scdn.co/image/61fe6ad592091f7a4fc4c60e20639b94b11ecd62,1998,0.743,0.715,254267,0.358,0.0133,5,0.104,-15.522,1,0.033,145.751,4,0.742
Rockell,In A Dream - Original Mix,4Xf27f2BIY6FmvifqxQ7RD,48,https://open.spotify.com/track/4Xf27f2BIY6FmvifqxQ7RD,https://i.scdn.co/image/ddaf2605b2e8d84eb80a06c6158e972bc00df912,1998-04-28,0.019,0.785,241693,0.688,0.3,9,0.136,-7.348,0,0.0385,132.279,4,0.835
Juvenile,400 Degreez,5nXQHx4yYKsZqrm7y4bj03,46,https://open.spotify.com/track/5nXQHx4yYKsZqrm7y4bj03,https://i.scdn.co/image/389a03ceb5d364dafc76bab2ea440977520eadba,1998-01-01,0.155,0.601,249133,0.472,0.0,3,0.123,-9.338,1,0.152,97.007,4,0.573
Madonna,Ray of Light,4Fpsa3pYc3gozrxHRRPvR6,57,https://open.spotify.com/track/4Fpsa3pYc3gozrxHRRPvR6,https://i.scdn.co/image/b9218953b18c7999013de5c6da4cc61e7b9e60ef,1998-03-03,0.00118,0.561,320693,0.909,0.46,3,0.0713,-7.878,1,0.0312,127.172,4,0.71
Conjunto Primavera,Necesito Decirte,6ewgX6FDwNWvufva6DjMXk,47,https://open.spotify.com/track/6ewgX6FDwNWvufva6DjMXk,https://i.scdn.co/image/495bcdda1a39cc26b6183645a6a07e0eb7427d76,1998-01-01,0.0266,0.65,224507,0.514,3.42e-05,10,0.0881,-10.073,1,0.0306,72.633,4,0.374
Ms. Lauryn Hill,The Miseducation of Lauryn Hill,12Y1GaS44vga0G3rUtjFAY,52,https://open.spotify.com/track/12Y1GaS44vga0G3rUtjFAY,https://i.scdn.co/image/f496cbb77ce5b00a40c9b7fb9d6ce3f946dd6550,1998-08-25,0.295,0.356,235467,0.355,0.000107,3,0.151,-11.125,0,0.0341,69.271,4,0.653
Warren G,Nobody Does It Better,7miy73aP7NFhj8PL7V4VqM,46,https://open.spotify.com/track/7miy73aP7NFhj8PL7V4VqM,https://i.scdn.co/image/0d1369c43e7702fb00c9d9d456c8f0935929f75b,1998,0.462,0.741,274440,0.561,0.0,0,0.134,-8.054,1,0.0565,92.042,4,0.12
Kirk Franklin,Revolution,4xm2HjtDAdCobewPoaImT7,49,https://open.spotify.com/track/4xm2HjtDAdCobewPoaImT7,https://i.scdn.co/image/8a477c5ec685c0340ff1336467429265ba1808c3,1998-10-22,0.0719,0.816,337893,0.781,0.00401,2,0.0771,-5.112,1,0.0752,103.005,4,0.694
Belle & Sebastian,The Boy With The Arab Strap,48wMTk5P8xP4lRuVA5uLsD,46,https://open.spotify.com/track/48wMTk5P8xP4lRuVA5uLsD,https://i.scdn.co/image/57c3879ac39d259aba871267e3209587ce43dd4e,1998-01-01,0.361,0.577,314067,0.83,0.0203,7,0.0681,-9.843,1,0.0588,142.376,4,0.673
Enrique Iglesias,Nunca Te Olvidaré,57LBM2kSbpFbTth5k0S4fV,57,https://open.spotify.com/track/57LBM2kSbpFbTth5k0S4fV,https://i.scdn.co/image/fd1032e79c2a708f4e1d875c7898f9e523a9150f,1998-09-22,0.815,0.393,264160,0.517,1.81e-06,4,0.134,-5.643,1,0.0294,89.8,4,0.285
George Michael,I Knew You Were Waiting (For Me),2XgDgIsVUOt9Lov5G4Wruy,59,https://open.spotify.com/track/2XgDgIsVUOt9Lov5G4Wruy,https://i.scdn.co/image/93fd499dc4cf7e8c148f65c43b883b856492b9ea,1998-11-09,0.264,0.717,238000,0.837,0.0,4,0.235,-5.49,1,0.0456,107.989,4,0.68
OutKast,Skew It on the Bar-B,6EQ4orawx8eo0aXH0pOKLE,49,https://open.spotify.com/track/6EQ4orawx8eo0aXH0pOKLE,https://i.scdn.co/image/f014ac0600bf1b1f5e5dada2d1a60e0ab19db69e,1998-09-29,0.221,0.93,195107,0.815,4.09e-06,2,0.0584,-4.801,1,0.295,107.645,4,0.528
Duran Duran,Save a Prayer - Single Version,5zNf8MI40Us66R3zutaxvt,61,https://open.spotify.com/track/5zNf8MI40Us66R3zutaxvt,https://i.scdn.co/image/6ef8c1272b01c17767a1506db10419b58e5035f2,1998-11-09,0.141,0.59,225840,0.662,0.0,7,0.0935,-9.226,1,0.0313,113.455,4,0.651
OutKast,Liberation (with Cee-Lo),1H6S9OkozTNvcASUX4Bfgb,50,https://open.spotify.com/track/1H6S9OkozTNvcASUX4Bfgb,https://i.scdn.co/image/f014ac0600bf1b1f5e5dada2d1a60e0ab19db69e,1998-09-29,0.0841,0.66,526373,0.63,5.72e-05,11,0.0819,-9.615,1,0.149,157.594,4,0.591
Lynyrd Skynyrd,Gimme Three Steps,0NB68WBmKfJNC3fhhqfZGv,48,https://open.spotify.com/track/0NB68WBmKfJNC3fhhqfZGv,https://i.scdn.co/image/12deec11cb37e8d24f39c4d4100c39c427aec65e,1998,0.333,0.583,270333,0.796,0.00122,9,0.141,-7.524,1,0.0905,133.512,4,0.847
Ms. Lauryn Hill,Forgive Them Father,2RPhXg9D4JOkryUznL0aaB,53,https://open.spotify.com/track/2RPhXg9D4JOkryUznL0aaB,https://i.scdn.co/image/f496cbb77ce5b00a40c9b7fb9d6ce3f946dd6550,1998-08-25,0.049,0.808,315293,0.6,2.36e-05,4,0.139,-7.41,0,0.142,97.939,4,0.691
Shakira,Moscas en la Casa,1j5NOlhczuiPnZdT6aovgY,62,https://open.spotify.com/track/1j5NOlhczuiPnZdT6aovgY,https://i.scdn.co/image/c1c19e804928746d417d38b9536fe6496d9cf790,1998-09-29,0.714,0.802,211907,0.313,1.16e-05,0,0.111,-12.157,1,0.0288,104.931,4,0.487
Trans-Siberian Orchestra,Christmas Canon,0O4vuJynWVVdyvoHvZtnk3,46,https://open.spotify.com/track/0O4vuJynWVVdyvoHvZtnk3,https://i.scdn.co/image/585ce3edf18a1e481035ee7b5237b68a21ca6c71,1998-09-15,0.783,0.297,257987,0.363,0.455,2,0.172,-6.345,1,0.0309,132.905,4,0.148
Dire Straits,Money for Nothing,1E8qiEnaCzyiOicYsabbtX,46,https://open.spotify.com/track/1E8qiEnaCzyiOicYsabbtX,https://i.scdn.co/image/5a4b7e0b90115621b295248870a2524495263a1b,1998-11-10,0.0856,0.679,249707,0.679,8.54e-06,2,0.0592,-9.746,0,0.0352,134.234,4,0.834
Neutral Milk Hotel,The Fool,2weDkGIMFWvWK908lBUC2s,50,https://open.spotify.com/track/2weDkGIMFWvWK908lBUC2s,https://i.scdn.co/image/e614108e0a6e7393372afc56e6ef9753296b926b,1998-02-20,0.0557,0.284,113147,0.683,0.855,2,0.529,-4.907,0,0.0303,109.757,3,0.308
Mr. Vegas,Heads High,2t42wAZWVmtzX22lK6crPU,55,https://open.spotify.com/track/2t42wAZWVmtzX22lK6crPU,https://i.scdn.co/image/f1cc596707ff4123c55dbd9ae1ba4428b3556569,1998,0.411,0.695,211440,0.658,0.0,7,0.152,-6.152,1,0.368,96.048,4,0.804
Neutral Milk Hotel,Ghost,6CdDTczPGeI9sdznpTmYEZ,49,https://open.spotify.com/track/6CdDTczPGeI9sdznpTmYEZ,https://i.scdn.co/image/e614108e0a6e7393372afc56e6ef9753296b926b,1998-02-20,0.0245,0.192,248573,0.943,7.61e-06,4,0.135,-4.059,1,0.0826,136.447,4,0.223
Metallica,Stone Cold Crazy,452eWE1sXO6L0HgNoqZbpE,47,https://open.spotify.com/track/452eWE1sXO6L0HgNoqZbpE,https://i.scdn.co/image/4b8e43507fb0b298d8014558937862f18c79a104,1998-11-24,0.000164,0.448,137627,0.942,0.000258,7,0.0564,-3.298,1,0.0819,126.301,4,0.611
Air,All I Need,7jOM0KIKgIppqIEvEjixaj,46,https://open.spotify.com/track/7jOM0KIKgIppqIEvEjixaj,https://i.scdn.co/image/4591bdd5598bbcce53cfb9afd2acec3702a22f7b,1998-01-14,0.878,0.327,268307,0.426,0.000997,7,0.18,-11.576,0,0.027,93.949,4,0.169
Myriam Hernandez,Huele A Peligro,5qPsvYBxpqxZYwRgq1SQ9j,59,https://open.spotify.com/track/5qPsvYBxpqxZYwRgq1SQ9j,https://i.scdn.co/image/4309c69f4f0f771bd098f2449c060afe6c1a3917,1998-04-21,0.562,0.33,297467,0.455,4.02e-05,7,0.114,-7.499,1,0.0368,155.086,4,0.187
Korn,All In the Family,7yYvvOB7CuzdVldb6zOk1m,51,https://open.spotify.com/track/7yYvvOB7CuzdVldb6zOk1m,https://i.scdn.co/image/3c25d617cb43f2f42acfe6b183902111168fdc23,1998,0.00124,0.659,288973,0.846,0.0,7,0.0415,-7.579,1,0.111,92.803,4,0.595
Missy Elliott,Hot Boyz,7mYvtEeBdMqRSyj1Qpv6my,48,https://open.spotify.com/track/7mYvtEeBdMqRSyj1Qpv6my,https://i.scdn.co/image/e8181d49f5f78e12041c2e586e252ad128107d92,1998-03-31,0.289,0.749,215533,0.439,1.23e-06,1,0.165,-11.274,1,0.252,81.085,4,0.557
Maurice Ravel,"Piano Concerto in G Major, M. 83: 2. Adagio assai",4ju98rvX917EwXLKLnRbQ2,53,https://open.spotify.com/track/4ju98rvX917EwXLKLnRbQ2,https://i.scdn.co/image/7120d7ff718b1c91ab6befd6122f60bd8266999e,1998-01-01,0.974,0.137,563000,0.0167,0.9,4,0.0863,-34.413,1,0.0368,74.944,4,0.0374
Ms. Lauryn Hill,Final Hour,7nY3NA1AvORewLU3BU7GNX,53,https://open.spotify.com/track/7nY3NA1AvORewLU3BU7GNX,https://i.scdn.co/image/f496cbb77ce5b00a40c9b7fb9d6ce3f946dd6550,1998-08-25,0.038,0.847,256000,0.689,3.34e-05,1,0.108,-9.104,1,0.203,92.082,4,0.61
2Pac,2 Of Amerikaz Most Wanted - Album Version (Edited),676TbC5cnwS8oRIKdfCkP9,47,https://open.spotify.com/track/676TbC5cnwS8oRIKdfCkP9,https://i.scdn.co/image/0919b61187d59381457819c2e5d0b896f795be5c,1998-01-01,0.122,0.765,254467,0.836,0.000297,1,0.14,-4.759,1,0.263,198.235,4,0.572
Daler Mehndi,Tunak Tunak Tun,131yybV7A3TmC34a0qE8u8,55,https://open.spotify.com/track/131yybV7A3TmC34a0qE8u8,https://i.scdn.co/image/a6eec6598993b3a7513c5e5caf92c53b66365145,1998,0.526,0.794,303133,0.977,0.00196,10,0.0616,-5.637,1,0.178,150.008,4,0.687
South Park Mexican,Streets on Beats,7Dr6eVrjviRtZaUxJni88K,46,https://open.spotify.com/track/7Dr6eVrjviRtZaUxJni88K,https://i.scdn.co/image/9485f73ba2676e73583331452ed29e3f02bbc4b0,1998,0.0114,0.731,315560,0.381,0.0,9,0.108,-10.005,0,0.0973,87.139,4,0.47
Tamia,You Put a Move on My Heart,3bhZuw0gZRLEOGeggjWzpP,48,https://open.spotify.com/track/3bhZuw0gZRLEOGeggjWzpP,https://i.scdn.co/image/d786fc7a25243fe7fb411b23cb7530121468907b,1998,0.591,0.492,372640,0.438,9.62e-05,5,0.116,-6.984,1,0.0273,149.74,3,0.204
Frédéric Chopin,"Berceuse, Op. 57",7CNtFT9Mhmw7OATu0GcD3H,50,https://open.spotify.com/track/7CNtFT9Mhmw7OATu0GcD3H,https://i.scdn.co/image/f1e0b219425662f5b0515a502f1b96f9311e41dd,1998,0.989,0.312,251533,0.0141,0.939,1,0.143,-35.464,1,0.0473,65.017,4,0.0636
Nicholas Payton,The Last Goodbye,5AuLuhe6LXvVod82HxJtXO,52,https://open.spotify.com/track/5AuLuhe6LXvVod82HxJtXO,https://i.scdn.co/image/3a605fbb08e4e7a63174dce3cab6333b1fe91a67,1998-01-01,0.959,0.383,325400,0.173,0.908,2,0.112,-11.969,1,0.0306,77.945,3,0.0709
David Gray,Please Forgive Me,2H0oiflYrs8PPjOxZ5TdIu,55,https://open.spotify.com/track/2H0oiflYrs8PPjOxZ5TdIu,https://i.scdn.co/image/f9ade448fb49a3a22f1cbed207fbb78bfaa9f5b7,1998-11-02,0.0882,0.666,335267,0.566,0.0695,0,0.0524,-10.31,1,0.0292,137.979,4,0.308
Marilyn Manson,Coma White,4h7KTxO9eS389M2qG3jm6O,54,https://open.spotify.com/track/4h7KTxO9eS389M2qG3jm6O,https://i.scdn.co/image/ab7b7e37871e7aafc0b0cd6a330daeb30e69a6bd,1998-09-14,8.11e-06,0.343,338200,0.746,0.0831,0,0.265,-7.791,1,0.0291,159.833,4,0.194
Kelly Price,Friend Of Mine - Remix,35irxCsC8QXJ1IN0eioD3H,47,https://open.spotify.com/track/35irxCsC8QXJ1IN0eioD3H,https://i.scdn.co/image/08ce7bbd25e61976f8414e6068d3d869612e461e,1998-01-01,0.447,0.731,377507,0.379,0.0,1,0.0729,-9.026,1,0.033,109.884,4,0.403
Elliott Smith,Pitseleh,1Q0sk7b7PAGjgC3R5zyuWt,51,https://open.spotify.com/track/1Q0sk7b7PAGjgC3R5zyuWt,https://i.scdn.co/image/abb755299ca2528ba489db998d7504e8fee8eb81,1998-01-01,0.883,0.447,202533,0.208,0.153,2,0.105,-18.663,1,0.0337,105.669,3,0.511
Masatoshi Ono,Departure!,5sjoJa0YmBCCPMrBPsBMge,54,https://open.spotify.com/track/5sjoJa0YmBCCPMrBPsBMge,https://i.scdn.co/image/98c9d7e873b82c13aa4a6f3b080fc7bf57591b6f,1998,0.00765,0.36,257533,0.93,0.0,5,0.0723,-4.748,0,0.0515,159.983,4,0.483
